#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,338,48015,21/03/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCION CARROZAS Y COMPARSAS CABALGATA DE REYES 2014 PEÑA ARROYOJOVEN SEGUN DECRETO 311/2014,"50,85","0,00",#NAME?
Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,338,48015,27/05/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCION CARROZAS Y COMPARSAS DE CARNAVAL 2014 PEÑA ARROYOJOVEN SEGUN DECRETO 811/2014 DILIGENCIA DE EMBARGO DE AEAT Nº 281426300741G,"120,00","0,00",#NAME?
Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,338,48015,03/06/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCION CARROZAS Y COMPARSAS DE CARNAVAL 2014 PEÑA ARROYOJOVEN SEGUN DECRETO 811/2014 DILIGENCIA DE EMBARGO DE AEAT Nº 281426300741G,"168,00","0,00",#NAME?
Seguridad  y Protección Civil. Vestuario,130,22104,09/07/2014,B45377934,GARCIA UNIFORMES S.L.,"SUMINSITRO VESTUARIO POLICIA LOCAL130, APROBADA CON DECRETO 1050/14 - NUMERO DE FAC.: 14/000105 DE FECHA OPERACION: 30/05/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1174/2014","8.675,70","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,28/02/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 ENERO SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS  - APROBADO POR DECRETO Nº 268/2014 - NUMERO DE FAC.: 14F0006 DE FECHA OPERACION: 13/02/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 271/2014,"373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,31/03/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE FEBRERO SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS - APROBADA POR DECRETO Nº 490/2014 - NUMERO DE FAC.: 14F0009 DE FECHA OPERACION: 14/03/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 493/2014,"373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,30/04/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE MARZO SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION  DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS - APROBADO POR DECRETO Nº 677/2014 - NUMERO DE FAC.: 14F0013 DE FECHA OPERACION: 08/04/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 678/2014,"373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,22/05/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE ABRIL SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION  DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS - APROBADA POR DECRETO Nº 897/2014 - NUMERO DE FAC.: 10F0015 DE FECHA OPERACION: 12/05/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 901/2014,"373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,17/06/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 10/12 MES DE MAYO, SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS  - APROBADA POR DECRETO Nº 1.081/2014 - NUMERO DE FAC.: 14F0019 DE FECHA OPERACION: 10/06/2014","373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,29/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 10/12- JUNIO ASITENCIA TECNICA ACTIVIDADES ESCENICAS Y OTROS EVENTOS EN LOS AUDITORIOS MUNICIPALES, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0029 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,16/09/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE JULIO SERVICIO DE ASISTENCIA TECNICAS EN AUDITORIOS - APROBADA POR DECRETO DE ALCALDIA Nº 1.637/2014 - NUMERO DE FAC.: 14F0030 DE FECHA OPERACION: 03/09/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1638/2014,"373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,16/09/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 - AGOSTO: CONTRATO SERVICIO ASISTENCIA TECNICA REALIZACION ACTIVIDADES ESCÉNICAS - APROBADA POR DECRETO DE ALCALDIA Nº 1.637/2014 - NUMERO DE FAC.: 14F0032 DE FECHA OPERACION: 03/09/2014 Y FECHA REG. INTERVENCIÓN: 25/08/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1638/2014,"373,83","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,24/10/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE SEPTIEMBRE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS  - APROBADO POR DECRETO Nº 1.889/2014 - NUMERO DE FAC.: 14F0033 DE FECHA OPERACION: 09/10/2014 Y FECHA REG. INTERVENCIÓN: 30/09/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1891/2014,"371,81","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,27/11/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE OCTUBRE SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS - APROBADO POR DECRETO Nº 2.238/2014 - NUMERO DE FAC.: 14F0037 DE FECHA OPERACION: 17/11/2014 Y FECHA REG. INTERVENCIÓN: 30/10/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2239/2014,"372,90","0,00",#NAME?
Mujer Iluminación y sonido,236,22751,23/12/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12. NOVIEMBRE. SERVICIO DE ASISTENCIA TECNICA PARA REALIZACION ACTIVIDADES ESCENICAS Y OTROS EVENTOS EN AUDITORIOS MUNICIPALES - APROBADA POR DECRETO Nº 2.456/2014 - NUMERO DE FAC.: 14F0038 DE FECHA OPERACION: 12/12/2014 Y FECHA REG. INTERVENCIÓN: 26/11/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2457/2014,"372,90","0,00",#NAME?
"Cultura. Arrend.de maquinaria, instal.y utillaje",330,20300,21/02/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ALQUILER MICROFONICA INALAMBRICA PARA LOS ENSAYOS DE LA GALA LIRICA, APROBADA CON DECRETO 177/2014 - NUMERO DE FAC.: 14F0003 DE FECHA OPERACION: 03/02/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 216/2014","151,25","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",330,21301,21/02/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ALQUILER MICROFONIA INALAMBRICA  PARA LA GALA LIRICA DEL DIA 4 DE ENERO, APROBADA CON DECRETO 177/2014 - NUMERO DE FAC.: 14F0004 DE FECHA OPERACION: 03/02/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 216/2014","151,25","0,00",#NAME?
Cultura. Actividades culturales,330,22609,28/02/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 ENERO SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS  - APROBADO POR DECRETO Nº 268/2014 - NUMERO DE FAC.: 14F0006 DE FECHA OPERACION: 13/02/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 271/2014,"4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,31/03/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE FEBRERO SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS - APROBADA POR DECRETO Nº 490/2014 - NUMERO DE FAC.: 14F0009 DE FECHA OPERACION: 14/03/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 493/2014,"4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,30/04/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE MARZO SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION  DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS - APROBADO POR DECRETO Nº 677/2014 - NUMERO DE FAC.: 14F0013 DE FECHA OPERACION: 08/04/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 678/2014,"4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,22/05/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE ABRIL SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION  DE ACTIVIDADES ESCENICAS Y OTROS EVENTOS - APROBADA POR DECRETO Nº 897/2014 - NUMERO DE FAC.: 10F0015 DE FECHA OPERACION: 12/05/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 901/2014,"4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,17/06/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 10/12 MES DE MAYO, SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS  - APROBADA POR DECRETO Nº 1.081/2014 - NUMERO DE FAC.: 14F0019 DE FECHA OPERACION: 10/06/2014","4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,29/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 10/12- JUNIO ASITENCIA TECNICA ACTIVIDADES ESCENICAS Y OTROS EVENTOS EN LOS AUDITORIOS MUNICIPALES, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0029 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,16/09/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE JULIO SERVICIO DE ASISTENCIA TECNICAS EN AUDITORIOS - APROBADA POR DECRETO DE ALCALDIA Nº 1.637/2014 - NUMERO DE FAC.: 14F0030 DE FECHA OPERACION: 03/09/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1638/2014,"4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,16/09/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 - AGOSTO: CONTRATO SERVICIO ASISTENCIA TECNICA REALIZACION ACTIVIDADES ESCÉNICAS - APROBADA POR DECRETO DE ALCALDIA Nº 1.637/2014 - NUMERO DE FAC.: 14F0032 DE FECHA OPERACION: 03/09/2014 Y FECHA REG. INTERVENCIÓN: 25/08/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1638/2014,"4.847,32","0,00",#NAME?
Cultura. Actividades culturales,330,22609,24/10/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE SEPTIEMBRE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS  - APROBADO POR DECRETO Nº 1.889/2014 - NUMERO DE FAC.: 14F0033 DE FECHA OPERACION: 09/10/2014 Y FECHA REG. INTERVENCIÓN: 30/09/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1891/2014,"4.821,09","0,00",#NAME?
Cultura. Actividades culturales,330,22609,27/11/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12 MES DE OCTUBRE SERVICIO DE ASISTENCIA TECNICA PARA LA REALIZACION DE ACTIVIDADES ESCENICAS - APROBADO POR DECRETO Nº 2.238/2014 - NUMERO DE FAC.: 14F0037 DE FECHA OPERACION: 17/11/2014 Y FECHA REG. INTERVENCIÓN: 30/10/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2239/2014,"4.835,22","0,00",#NAME?
Cultura. Actividades culturales,330,22609,23/12/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 10/12. NOVIEMBRE. SERVICIO DE ASISTENCIA TECNICA PARA REALIZACION ACTIVIDADES ESCENICAS Y OTROS EVENTOS EN AUDITORIOS MUNICIPALES - APROBADA POR DECRETO Nº 2.456/2014 - NUMERO DE FAC.: 14F0038 DE FECHA OPERACION: 12/12/2014 Y FECHA REG. INTERVENCIÓN: 26/11/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2457/2014,"4.835,22","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,18/02/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 7/12 MENSAJE NAVIDEÑO DE LOS REYES MAGOS - APROBADA POR DECRETO Nº 184/2014 - NUMERO DE FAC.: 14F0001 DE FECHA OPERACION: 04/02/2014 Y DECRETO DE ORDENACIÓN DEL PAGO185/2014,"704,22","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,04/04/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 SERVICIOS PRESTADOS ENTIERRO DE LA SARDINA, CARNAVAL 2014  -  APROBADO POR DECRETO Nº 580/2014 - NUMERO DE FAC.: 14F0011 DE FECHA OPERACION: 25/03/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 583/2014","704,22","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,04/04/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 7/12 PREGON DE CARNAVAL 2014  -  APROBADO POR DECRETO Nº 580/2014 - NUMERO DE FAC.: 14F0010 DE FECHA OPERACION: 25/03/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 583/2014,"704,22","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,04/04/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 CONCURSO DE DISFRACES DE CARNAVALES, 2014  -  APROBADO POR DECRETO Nº 580/2014 - NUMERO DE FAC.: 14F0012 DE FECHA OPERACION: 25/03/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 583/2014","1.851,66","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,05/06/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 7/12: DIA DEL LIBRO EN POLIDEPORTIVO C/ AVILA  - APROBADA POR DECRETO Nº 1.044/2014 - NUMERO DE FAC.: 14F0018 DE FECHA OPERACION: 05/06/2014,"695,24","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,18/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 ACTUACION INFANTIL 15 DE JUNIO PRE- FIESTAS  CORPUS 2014, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0023 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","1.709,68","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,18/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 CONCURSO AUTOS LOCOS PRE-FIESTAS CORPUS 2014, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0022 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","1.005,46","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,18/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 SERVICIO DE ILUMINACION Y SONIDO  GYMCANA FIESTAS CORPUS 2014, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0021 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","704,22","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,18/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 SERVICIOS PRESTADOS NOCHE DE ESTRELLAS Y REY Y REINA FIESTAS CORPUS, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0020 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","4.670,60","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,29/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 SERVICIO DE ILUMINACION Y SONIDO ACTIVIDADES FESTIVAS Y PROTOCOLARIAS FIESTAS CORPUS 2014, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0026 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","704,22","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,29/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 ILUMINCACION Y SONIDO  ACTIVIDADES FESTIVAS Y PROTOCOLARIAS FIESTAS CORPUS 2014, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0027 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","1.143,74","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,29/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 SERVICIO DE ILUMINACION Y SONIDO AURYN Y LOQUILLO FIESTAS CORPUS, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0025 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","9.251,94","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,29/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"EXPTE. 7/12 DISCOTECA MOVIL, FIESTAS CORPUS 2014, APROBADA CON DECRETO 1253/2014 - NUMERO DE FAC.: 14F0028 DE FECHA OPERACION: 04/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1326/2014","7.665,25","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,24/10/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE.  7/12FRA. COMPLEMENTARIA  POR DIFERENCIA EN IPC  - APROBADO POR DECRETO Nº 1.889/2014 - NUMERO DE FAC.: 14F0034 DE FECHA OPERACION: 09/10/2014 Y FECHA REG. INTERVENCIÓN: 30/09/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1891/2014,"45,65","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,11/11/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 7/12 DIA DE LA GUARDIA DIVIL 12 DE OCTUBRE FIESA NACIONAL - APROBADA POR DECRETO Nº 2.017/2014 - NUMERO DE FAC.: 14F0035 DE FECHA OPERACION: 24/10/2014 Y FECHA REG. INTERVENCIÓN: 17/10/2014 Y DECRETO DE ORDENACIÓN DEL PAGO N 2018/2014,"706,01","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,11/11/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 7/12 (4ª MODIFICACION) INAUGURACION DE LA OFICINA DE INFORMACION JUVENIL - APROBADA POR DECRETO Nº 2.017/2014 - NUMERO DE FAC.: 14F0036 DE FECHA OPERACION: 24/10/2014 Y FECHA REG. INTERVENCIÓN: 17/10/2014 Y DECRETO DE ORDENACIÓN DEL PAGO N 2018/2014,"695,24","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",340,21301,11/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"REPARACION Y PUESTA EN MARCHA DE PISCINAS MUNICIPALES, APROBADA CON DECRETO 1139/2014 - NUMERO DE FAC.: 068 DE FECHA OPERACION: 13/06/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº1248/2014. IMPORTE EMBARGADO EN SU TOTALIDAD POR EMBARGO DE AEAT DILIGENCIA Nº 281426300940L","7.028,97","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",340,21301,22/10/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SUMINSITRO DE MATERIALES PARA REPARACION PISCINA INFANTIL LA DEHESA, APROBADA CON DECRETO 1466/14 - NUMERO DE FAC.: 083 DE FECHA OPERACION: 31/07/2014 Y FECHA REG. INTERVENCIÓN: 24/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1478/2014","647,35","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",340,21301,08/09/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SUMINISTRO DE MATERIALES PARA REPARACION PISCINA LA DEHESA Y LOS MOSQUITOS, APROBADA CON DECRETO 1507/2014 - NUMERO DE FAC.: 085 DE FECHA OPERACION: 11/08/2014 Y FECHA REG. INTERVENCIÓN: 06/08/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1522/2014","568,70","0,00",#NAME?
Deportes. Mantenimiento piscina municipal,340,22731,08/09/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 6/13 MES DE JULIO SERVICIO DE SOCORRISMO Y MANTENIMIENTO PISCINAS MUNICIPALES - APROBADO POR DECRETO Nº 1.539/2014 - NUMERO DE FAC.: 088 DE FECHA OPERACION: 14/08/2014 Y FECHA REG. INTERVENCIÓN: 06/08/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1541/2014,"9.599,32","0,00",#NAME?
Deportes. Mantenimiento piscina municipal,340,22731,08/10/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 6/13 - AGOSTO: SERVICIO DE SOCORRISMO Y MANTENIMIENTO PISCINAS  - APROBADO POR DECRETO Nº 1.728/2014 - NUMERO DE FAC.: 092 DE FECHA OPERACION: 16/09/2014 Y FECHA REG. INTERVENCIÓN: 01/09/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1729/2014,"9.599,32","0,00",#NAME?
Deportes. Mantenimiento piscina municipal,340,22731,16/10/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 6/2013. PERIDODO DEL 01/09/14 AL 15/09/2014. SERVICIO DE SOCORRISMO Y MANTENIMIENTO - APROBADA POR DECRETO Nº 1.809/2014 - NUMERO DE FAC.: 095 DE FECHA OPERACION: 29/09/2014 Y FECHA REG. INTERVENCIÓN: 16/09/2014,"4.644,83","0,00",#NAME?
Deportes. Mantenimiento piscina municipal,340,22731,02/12/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE. 6/2013 REVISION DE PRECIOS MANTENIMIENTO PISCINAS MUNICIPALES - APROBADO POR DECRETO Nº 2.238/2014 - NUMERO DE FAC.: 102 DE FECHA OPERACION: 17/11/2014 Y FECHA REG. INTERVENCIÓN: 04/11/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2239/2014,"24,51","0,00",#NAME?
Deportes. Mantenimiento piscina municipal,340,22731,17/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"expte. 6/13 DEL 14 AL 30 DE JUNIO MTTO -SOCORRISMO PISCINAS MPALES LOS MOSQUITOS Y LA DEHESA, APROBADA DECRETO 1316/14 - NUMERO DE FAC.: 078 DE FECHA OPERACION: 09/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1317/2014 PAGO A HACIENDA","1.052,35","0,00",#NAME?
Deportes. Mantenimiento piscina municipal,340,22731,18/07/2014,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"expte. 6/13 DEL 14 AL 30 DE JUNIO MTTO -SOCORRISMO PISCINAS MPALES LOS MOSQUITOS Y LA DEHESA, APROBADA DECRETO 1316/14 - NUMERO DE FAC.: 078 DE FECHA OPERACION: 09/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1317/2014 PAGO A AEAT","3.902,14","0,00",#NAME?
