#Org.,Prog.,Econ.,Denominación,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,330,22199,Cultura. Otros suministros,,,330,2,2500,-179.76,2320.24,1317.88
,330,22400,Cultura. Primas de seguros,,,330,2,3000,0,3000,797.34
,330,22602,Cultura. Publicidad y propaganda,,,330,2,8125.54,3150.73,11276.27,1827.1
,330,22609,Cultura. Actividades culturales,,,330,2,100000,69989.2,169989.2,54531.82
,330,22611,Cultura. Taller de cultura enseñanza,,,330,2,40000,0,40000,0
,330,22644,Cultura.SGAE Actuaciones Culturales,,,330,2,8000,0,8000,2785.78
,330,22699,Cultura. Otros gastos diversos,,,330,2,7000,-3503.43,3496.57,590.42
,330,22715,Cultura. Limpieza en edificios,,,330,2,42124.94,6410.18,48535.12,25992.02
,330,22728,Cultura. Escuela de Música,,,330,2,154098,0,154098,97579
,330,22729,Cultura. Transporte actividades,,,330,2,4400,1898.6,6298.6,3709.2
,330,23101,Cultura Locomoción del personal,,,330,2,500,0,500,0
,330,48007,Cultura. Subvención taller de teatro,,,330,48007,4000,3493.22,7493.22,6293.22
,330,48008,Cultura. Subvención Coral arroyomolinos,,,330,48008,7000,550,7550,5036.33
,330,48033,Cultura. Subvención Agrupaciones Musicales,,,330,48033,30000,0,30000,21000
,330,48036,Cultura. Subvención taller de pintura,,,330,48036,7000,0,7000,0
,330,62210,Administración General de Cultura..Instalación suelo laminado Aula S-1 C.de las Artes,,,330,62210,0,3503.43,3503.43,3503.43
,330,62308,Administración General de Cultura..Cámaras de vigilacia,,,330,62308,0,5560.1,5560.1,5560.1
,330,62310,Administración General de Cultura..Equipos de sonido,,,330,62310,0,3000,3000,1944.8
,330,62315,Administración General de Cultura..Sonorización del teatro,,,330,62315,0,59500,59500,20774.96
,330,62500,Administración General de Cultura..Mobiliario,,,330,62500,0,1757.8,1757.8,1757.8
,330,62502,Administración General de Cultura..Instumentos  musicales,,,330,62502,0,21577,21577,0
,330,63300,Administración General de Cultura..Reposición microfonia,,,330,63300,0,24000,24000,0
,330,63302,Administración General de Cultura..Reposición utillaje Cultura,,,330,63302,0,9527.08,9527.08,8742.25
,330,63313,Administración General de Cultura..Iluminación sala de exposiciones,,,330,63313,0,11500,11500,4235
,330,63317,Administración General de Cultura..ADECUACIÓN ASCENSORES C.DE LAS ARTES,,,330,63317,0,7900,7900,0
,330,63504,Administración General de Cultura..Reposición Expositores,,,330,63504,0,3900,3900,0
,3321,12001,Bibliotecas públicas Sueldos del Grupo A2,,,3321,1,13559.98,0,13559.98,6517.8
,3321,12003,Bibliotecas públicas Sueldos del Grupo C1,,,3321,1,40724.32,-5090.54,35633.78,14450.42
,3321,12004,Bibliotecas públicas Sueldos del Grupo C2,,,3321,1,25420.2,0,25420.2,8462.46
,3321,12006,Bibliotecas públicas Trienios,,,3321,1,6781.41,0,6781.41,3271.57
,3321,12100,Bibliotecas públicas Complemento de destino,,,3321,1,45140.39,-4947.58,40192.81,17334.82
,3321,12101,Bibliotecas públicas Complemento específico,,,3321,1,84264.93,-2170.05,82094.88,31747.48
,3321,13000,Bibliotecas públicas Retribuciones básicas,,,3321,1,7755.37,0,7755.37,4384.55
,3321,13002,Bibliotecas públicas Otras remuneraciones,,,3321,1,9455.56,0,9455.56,6495.51
,3321,13006,Bibliotecas públicas Trienios,,,3321,1,925.06,0,925.06,476.35
,3321,13100,Bibliotecas públicas Salario Base,,,3321,1,8473.4,0,8473.4,251.42
,3321,13102,Bibliotecas públicas Otras Remuneraciones,,,3321,1,12990.84,0,12990.84,404.44
,3321,21202,Bibliotecas públicas Reparaciones y mantenimientos,,,3321,2,6000,0,6000,457.68
,3321,21602,Bibliotecas públicas Mantenimiento Sistema integrado Biblioteca,,,3321,2,13500,0,13500,5382.81
,3321,22000,Bibliotecas públicas Ordinario no inventariable,,,3321,2,6000,0,6000,172.42
,3321,22001,"Bibliotecas públicas Prensa, revistas, libros y otras publicaciones",,,3321,2,4000,0,4000,1670.82
,3321,22100,Bibliotecas públicas Energía eléctrica,,,3321,2,6000,0,6000,0
,3321,22103,Bibliotecas públicas Combustibles y carburantes,,,3321,2,4000,0,4000,0
,3321,22136,Bibliotecas públicas Libro impreso,,,3321,2,12120,0,12120,2023.9
,3321,22137,"Bibliotecas públicas CD's, DV's, SONOROS, etc",,,3321,2,3880,0,3880,0
,3321,22735,Bibliotecas públicas Fiestas y eventos populares municipales,,,3321,2,6000,0,6000,2909.5
,3321,22749,Bibliotecas públicas Catalogación libros de la Biblioteca,,,3321,2,10000,0,10000,0
,3321,23101,Bibliotecas públicas.Locomoción del personal,,,3321,2,0,0,0,111.6
,3321,48102,Bibliotecas públicas Premios y certámenes biblioteca,,,3321,48102,3000,0,3000,250
,3321,62213,Bibliotecas públicas.Acondicionamiento Biblioteca,,,3321,62213,0,60000,60000,0
,3322,12003,Archivos. Sueldos del Grupo C1,,,3322,1,20362.16,0,20362.16,4991.91
,3322,12004,Archivos. Sueldos del Grupo C2,,,3322,1,16946.8,0,16946.8,4231.23
,3322,12006,Archivos. Trienios,,,3322,1,1875.69,0,1875.69,477.35
,3322,12100,Archivos. Complemento de destino,,,3322,1,19790.34,0,19790.34,4947.67
,3322,12101,Archivos. Complemento específico,,,3322,1,39733.4,0,39733.4,9933.35
,3322,13000,Archivos. Retribuciones básicas,,,3322,1,10181.08,0,10181.08,0
,3322,13002,Archivos. Otras remuneraciones,,,3322,1,16771.03,0,16771.03,0
,3322,13006,Archivos. Trienios,,,3322,1,885.88,0,885.88,0
,3322,13100,Archivos..Salario Base. Laboral temporal,,,3322,1,0,0,0,4991.91
,3322,13102,Archivos..Otras Remuneraciones. Laboral temporal,,,3322,1,0,0,0,8385.51
,3322,13106,Archivos..Trienios. Laboral temporal,,,3322,1,0,0,0,561.61
,3322,21600,Archivos. Mantenimiento equipos para procesos de información,,,3322,2,5000,0,5000,665.5
,3322,21601,Archivos. Mantenimiento Sistema Integrado Archivo,,,3322,2,5000,0,5000,0
,3341,11000,Infancia y Juventud Retribuciones básicas,,,3341,1,0,30300.06,30300.06,14890.32
,3341,13000,Infancia y Juventud.Retribuciones básicas,,,3341,1,8473.4,0,8473.4,4231.23
,3341,13002,Infancia y Juventud.Otras remuneraciones,,,3341,1,16668.23,0,16668.23,6495.51
,3341,13006,Infancia y Juventud.Trienios,,,3341,1,1265.53,0,1265.53,631.95
,3341,13100,Infancia y Juventud.Salario Base,,,3341,1,100877.9,-8475.28,92402.62,34298.55
,3341,13102,Infancia y Juventud.Otras Remuneraciones,,,3341,1,137470.77,-16225.21,121245.56,43398.01
,3341,13106,Infancia y Juventud.Trienios,,,3341,1,4591.95,0,4591.95,1797.2
,3341,15100,Infancia y Juventud.Gratificaciones,,,3341,15100,10000,0,10000,3857.16
,3341,20301,Infancia y Juventud Alquiler Material Actividades Recreativas,,,3341,2,15000,0,15000,12584
,3341,21301,"Infancia y Juventud.Mantenimiento, maquinaria, instalacciones y utillaje",,,3341,2,6000,0,6000,6800.97
,3341,21303,Infancia y Juventud Mantenimiento aparatos elevadores,,,3341,2,788.77,74.12,862.89,519.68
,3341,22100,Infancia y Juventud.Energía eléctrica,,,3341,2,15000,0,15000,1305.39
,3341,22101,Infancia y Juventud Agua,,,3341,2,15000,0,15000,0
,3341,22199,Infancia y Juventud.Otros suministros,,,3341,2,5000,0,5000,197.47
,3341,22400,Infancia y Juventud.Primas de seguros,,,3341,2,15000,0,15000,1896.97
,3341,22602,Infancia y Juventud.Publicidad y propaganda,,,3341,2,5000,2122.73,7122.73,1501.45
,3341,22617,Infancia y Juventud Viajes juventud,,,3341,2,32000,0,32000,0
,3341,22619,Infancia y Juventud.Gastos varios infancia,,,3341,2,15000,4950,19950,7240.63
,3341,22621,Infancia y Juventud.Gastos diversos juventud,,,3341,2,15000,0,15000,3832
,3341,22627,Infancia y Juventud.Campamentos de verano,,,3341,2,50000,0,50000,48400
,3341,22658,Infancia y Juventud Viajes en familia,,,3341,2,15000,0,15000,0
,3341,22660,Infancia y Juventud Arrockyo en vivo,,,3341,2,40000,0,40000,38357
,3341,22661,Infancia y Juventud Evento Halloween,,,3341,2,5000,0,5000,0
,3341,22662,Infancia y Juventud Jornadas conmemorativas,,,3341,2,10000,0,10000,9438
,3341,22667,Infancia y Juventud.Espectáculo Rocksinfonía Jesucristo Superstar,,,3341,2,0,0,0,0
,3341,22699,Infancia y Juventud.Otros gastos diversos,,,3341,2,15000,0,15000,20381.06
,3341,22715,Infancia y Juventud.Limpieza en edificios,,,3341,2,25765.74,0,25765.74,14966.4
,3341,22729,Infancia y Juventud Transporte actividades,,,3341,2,13002.28,3915.1,16917.38,6219.4
,3341,23101,Infancia y Juventud.Locomoción del personal,,,3341,2,0,0,0,102.08
,3341,48037,Infancia y Juventud Subvención programa infancia colectivos,,,3341,48037,10000,0,10000,0
,3341,63204,Infancia y Juventud.Acondicionamiento Casa de la Juventud,,,3341,63204,0,199577.53,199577.53,100873.29
,3342,11000,Tercera Edad.Retribuciones básicas,,,3342,1,0,30300.06,30300.06,14890.32
,3342,12004,Tercera Edad Sueldos del Grupo C2,,,3342,1,8473.4,0,8473.4,4231.23
,3342,12006,Tercera Edad Trienios,,,3342,1,759.32,0,759.32,379.17
,3342,12100,Tercera Edad Complemento de destino,,,3342,1,4312.84,0,4312.84,2156.49
,3342,12101,Tercera Edad Complemento específico,,,3342,1,8678,0,8678,4339.02
,3342,13000,Tercera Edad.Retribuciones básicas,,,3342,1,23512.42,0,23512.42,11756.22
,3342,13002,Tercera Edad.Otras remuneraciones,,,3342,1,9455.56,0,9455.56,4727.87
,3342,13006,Tercera Edad.Trienios,,,3342,1,1539.08,0,1539.08,760.25
,3342,13100,Tercera Edad.Salario Base,,,3342,1,8473.4,0,8473.4,0
,3342,13102,Tercera Edad.Otras Remuneraciones,,,3342,1,11115.58,0,11115.58,614.2
,3342,15100,Tercera Edad Gratificaciones,,,3342,15100,3000,0,3000,611.94
,3342,21000,Tercera Edad Mantenimiento y conservación de infraestructuras,,,3342,2,300,0,300,0
,3342,21301,"Tercera Edad.Mantenimiento, maquinaria, instalacciones y utillaje",,,3342,2,5000,0,5000,934.38
,3342,21303,Tercera Edad Mantenimiento aparatos elevadores,,,3342,2,287,0,287,0
,3342,22001,"Tercera Edad Prensa, revistas, libros y otras publicaciones",,,3342,2,1000,0,1000,95
,3342,22100,Tercera Edad.Energía eléctrica,,,3342,2,30000,0,30000,11729.14
,3342,22101,Tercera Edad.Agua,,,3342,2,1500,0,1500,774.43
,3342,22104,Tercera Edad Vestuario,,,3342,2,200,0,200,200
,3342,22125,Tercera Edad.Peluquería 3º edad.,,,3342,2,4000,0,4000,590.51
,3342,22138,Tercera Edad Pintura edificio,,,3342,2,5000,-978.97,4021.03,1376.64
,3342,22199,Tercera Edad.Otros suministros,,,3342,2,3500,0,3500,110.74
,3342,22400,Tercera Edad.Primas de seguros,,,3342,2,1500,0,1500,0
,3342,22602,Tercera Edad Publicidad y propaganda,,,3342,2,4000,2762.35,6762.35,960.01
,3342,22623,Tercera Edad.Gastos culturales tercera edad,,,3342,2,5000,0,5000,1908
,3342,22624,Tercera Edad.Viajes tercera edad,,,3342,2,20000,0,20000,0
,3342,22637,Tercera Edad.Excursiones tercera edad,,,3342,2,5000,0,5000,2538
,3342,22699,Tercera Edad.Otros gastos diversos,,,3342,2,5000,0,5000,1906.6
,3342,22715,Tercera Edad.Limpieza en edificios,,,3342,2,18308.15,2010.84,20318.99,12067.64
,3342,22729,Tercera Edad Transporte actividades,,,3342,2,2000,1358.7,3358.7,2551.49
,3342,23101,Tercera Edad Locomoción del personal,,,3342,2,200,0,200,0
,3342,48038,Tercera Edad Subvención ASPENTIA,,,3342,48038,2000,0,2000,0
,3342,62209,Tercera Edad.Acodicionamiento Concejalia,,,3342,62209,0,32000,32000,29159.08
,3342,62504,Tercera Edad.Mobiliario Tercera edad,,,3342,62504,0,13000,13000,10826.16
,3342,62508,"Tercera Edad.Mobilliario, Enseres y Equipamiento",,,3342,62508,0,3978.97,3978.97,3978.97
,3342,63314,Tercera Edad.REPOSICIÓN COMPRESOS CALEFACCIÓN EDIF. 3ª EDAD,,,3342,63314,0,9965.62,9965.62,9965.62
,3343,12004,Mujer.Sueldos del Grupo C2,,,3343,1,8473.4,0,8473.4,3949.01
,3343,12006,Mujer.Trienios,,,3343,1,1139.04,0,1139.04,541.55
,3343,12100,Mujer.Complemento de destino,,,3343,1,4312.84,0,4312.84,2012.64
,3343,12101,Mujer.Complemento específico,,,3343,1,8678,0,8678,4049.64
,3343,22602,Mujer.Publicidad y propaganda,,,3343,2,5000,4421.91,9421.91,4801.76
,3343,22606,"Mujer Reuniones, conferencias y cursos",,,3343,2,15000,0,15000,0
,3343,22618,Mujer.Area de Mujer,,,3343,2,10000,0,10000,1212.5
,3343,22653,Mujer Plan de Igualdal y Violencia de Género,,,3343,2,10000,0,10000,10702.76
,3343,22699,Mujer.Otros gastos diversos,,,3343,2,1500,0,1500,0
,3343,22729,Mujer Transporte actividades,,,3343,2,1200,936.1,2136.1,0
,3343,22751,Mujer.Iluminación y sonido,,,3343,2,6000,2855.6,8855.6,571.12
,3343,48022,Mujer Subvención AMIA,,,3343,48022,2000,0,2000,0
,3343,48023,Mujer Subvención AMAR,,,3343,48023,2000,0,2000,0
,338,22400,Fiestas populares y festejos. Primas de seguros,,,338,2,3000,0,3000,1132.14
,338,22644,Fiestas populares y festejos. SGAE Actuaciones Culturales,,,338,2,5000,0,5000,0
,338,22699,Fiestas populares y festejos..Otros gastos diversos,,,338,2,0,0,0,0
,338,22735,Fiestas populares y festejos. Fiestas y eventos populares municipales,,,338,2,295000,0,295000,271869
,338,48015,Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,,,338,4,20510,0,20510,17398.24
,338,62304,Fiestas populares y festejos..Escenario tipo LAYHER,,,338,62304,0,18000,18000,17972.58
,340,11000,Deportes. Retribuciones básicas,,,340,1,0,30300.06,30300.06,14890.32
,340,12001,Deportes. Sueldos del Grupo A2,,,340,1,13559.98,0,13559.98,0
,340,12003,Deportes. Sueldos del Grupo C1,,,340,1,22069.85,0,22069.85,4986.62
,340,12004,Deportes. Sueldos del Grupo C2,,,340,1,25420.2,0,25420.2,7199.26
,340,12006,Deportes. Trienios,,,340,1,2447.87,0,2447.87,1062.95
,340,12100,Deportes. Complemento de destino,,,340,1,35245.22,0,35245.22,6457.83
,340,12101,Deportes. Complemento específico,,,340,1,71904.79,0,71904.79,16164.54
,340,13000,Deportes. Salario Base,,,340,1,65017.18,0,65017.18,15818.06
,340,13002,Deportes. Otras remuneraciones,,,340,1,75845.75,0,75845.75,37095.67
,340,13003,"Administración General de Deportes..Indemnizaciones, salarios de tramitación",,,340,1,0,0,0,22681.07
,340,13006,Deportes. Trienios,,,340,1,4405.6,0,4405.6,1988.54
,340,13100,Deportes. Salario Base,,,340,1,169851.85,0,169851.85,101526.14
,340,13102,Deportes. Otras Remuneraciones,,,340,1,198978.57,0,198978.57,92784.89
,340,13106,Deportes. Trienios,,,340,1,4815.02,0,4815.02,2681.95
,340,15100,Deportes. Gratificaciones,,,340,15100,3000,0,3000,592
,340,20300,"Deportes. Arrendamiento de maquinaria, instalacciones y utillaje",,,340,2,1000,0,1000,0
,340,20305,Deportes. Arrendamiento máquinas deportivas,,,340,2,25000,0,25000,0
,340,21102,Deportes. Otras reparaciones y mantenimientos,,,340,2,2000,-592.9,1407.1,63.54
,340,21103,Deportes..Mantenimiento Campos de futbol,,,340,2,4797.65,0,4797.65,629.2
,340,21201,Deportes. Mant. de edificios y otras construcciones,,,340,2,3000,-123.27,2876.73,0
,340,21202,Deportes. Reparaciones y mantenimientos,,,340,2,2000,0,2000,3616.48
,340,21211,Deportes. Reparaciones diversas polideportivos,,,340,2,9111.67,-3415.9,5695.77,181.23
,340,21301,"Deportes. Mant, maquinaria, instal.  y utillaje",,,340,2,12000,0,12000,26624.3
,340,21303,Deportes. Mant. aparatos elevadores,,,340,2,813.35,74.12,887.47,519.68
,340,21501,Deportes. Mantenimiento canastas polideportivos,,,340,2,3000,0,3000,1603.25
,340,21600,Deportes. Mant. equipos para procesos de información,,,340,2,3000,0,3000,3283.94
,340,22000,Administración General de Deportes..Ordinario no inventariable,,,340,2,0,0,0,1182.51
,340,22100,Deportes. Energía eléctrica,,,340,2,130000,0,130000,52854.88
,340,22101,Deportes. Agua,,,340,2,45000,0,45000,19963.48
,340,22103,Deportes..Combustibles y carburantes,,,340,2,10000,0,10000,12501.37
,340,22104,Deportes. Vestuario,,,340,2,25000,22768.27,47768.27,28014.2
,340,22106,Deportes. Productos farmacéuticos y material sanitario,,,340,2,3000,0,3000,0
,340,22107,Deportes. Material suministros y otros deportes,,,340,2,20000,4309.26,24309.26,8843.82
,340,22128,Deportes. Suministro de material de ferreteria,,,340,2,8206.54,0,8206.54,641.31
,340,22132,Deportes..Suministro Trofeos Deportivos,,,340,2,10000,10378.9,20378.9,8557.56
,340,22199,Deportes. Otros suministros,,,340,2,1500,0,1500,2270.22
,340,22400,Deportes. Primas de seguros,,,340,2,19000,0,19000,6638.33
,340,22401,Administración General de Deportes..Primas de seguros de vehículos,,,340,2,0,0,0,800
,340,22404,Deportes. Seguro actividades deportivas,,,340,2,13500,0,13500,3573.99
,340,22602,Deportes..Publicidad y propaganda,,,340,2,15000,8898.66,23898.66,2877.86
,340,22613,Deportes. Inscripción de equipos,,,340,2,15000,0,15000,0
,340,22614,Deportes..Festejos deportivos,,,340,2,5000,0,5000,2480.02
,340,22645,Deportes. Gala del deporte,,,340,2,5000,0,5000,0
,340,22656,Deportes..Gastos Federativos Baloncesto,,,340,2,15000,0,15000,6657.96
,340,22699,Deportes. Otros gastos diversos,,,340,2,10000,439.75,10439.75,5839.4
,340,22715,Deportes. Limpieza en edificios,,,340,2,132522.1,10983.9,143506,73458.1
,340,22729,Deportes. Transporte actividades,,,340,2,75000,18013.57,93013.57,63268.83
,340,22730,Deportes. Reconocimiento médico,,,340,2,5000,0,5000,2342.7
,340,22731,Deportes. Mantenimiento piscina municipal,,,340,2,28072,0,28072,11537.48
,340,22732,"Deportes. Arbitrajes  ligas municipales, rankings, torneos y eventos municipales",,,340,2,37973.09,-1273.32,36699.77,8704.9
,340,22733,Deportes. Empresas deportivas,,,340,2,8000,5102.67,13102.67,8797.5
,340,22763,Deportes..Vigilancia Polideportivos,,,340,2,15000,-14810,190,0
,340,22772,Deportes. Educación en valores a través del Deporte Alternativo,,,340,2,30000,0,30000,0
,340,23101,Deportes..Locomoción del personal,,,340,2,1000,0,1000,287.7
,340,48009,Deportes..Subvenciones uniones deportivas,,,340,48009,8000,7500,15500,2500
,340,48010,Deportes. Unión Deportiva Arroyomolinos,,,340,48010,15500,0,15500,8000
,340,48011,Deportes. Club Deportivo BTT Arroyomolinos,,,340,48011,11500,0,11500,5000
,340,48012,Deportes. Club Deportivo Elemental Baloncesto Arroyomolinos,,,340,48012,43000,0,43000,29798.11
,340,48013,Deportes. Club Atletismo de Arroyomolinos,,,340,48013,37000,0,37000,15683.04
,340,48027,Deportes. Subvencion Club Deportivo Elemental Javi Alcalá,,,340,48027,10000,1000,11000,4800
,340,48028,Deportes. Club Deportivo Elemental Esgrima (Karate),,,340,48028,8000,0,8000,4800
,340,48029,Deportes. Club Deportivo Elemental Esgrima,,,340,48029,8000,0,8000,4800
,340,48030,Deportes. Club Deportivo Elemental de Patinaje de Arroyomolinos,,,340,48030,8000,800,8800,5600
,340,48031,Deportes. Club de Montaña y Escalada Vivac Mountain,,,340,48031,8100,720,8820,6120
,340,62214,Administración General de Deportes..Alumbrado pista de patinaje,,,340,62214,0,3415.9,3415.9,3415.82
,340,62215,Administración General de Deportes..Elevación de vallado de piscina,,,340,62215,0,14810,14810,5103.18
,340,62322,Administración General de Deportes..Impresoreas de Tickets,,,340,62322,0,416.93,416.93,416.93
,340,62512,Administración General de Deportes..Silla acceso minusválidos piscina La Dehesa,,,340,62512,0,11273.32,11273.32,0
,340,63203,Administración General de Deportes..Alumbrado campos de fútbol,,,340,63203,0,9695,9695,9580.14
,340,63207,Administración General de Deportes..Grandes reparaciones en polideportivos municipales,,,340,63207,0,71412.8,71412.8,71412.8
,340,63209,Administración General de Deportes..Reparación muro polideportivo Los Mosquitos,,,340,63209,0,31500,31500,0
,340,63306,Administración General de Deportes..Bomba de agua caliente para polideportivo,,,340,63306,0,592.9,592.9,592.9
,340,63316,Administración General de Deportes..Reposición calefacción polideportivo El Torreón,,,340,63316,0,50000,50000,0
,340,63501,Administración General de Deportes..Mobiliario deportivo,,,340,63501,0,5940.95,5940.95,5940.95
,430,22116,Comercio Guía de empresas del municipio,,,430,2,18000,-11136.56,6863.44,373.14
,430,22199,Comercio. Otros suministros,,,430,2,5000,0,5000,2332.4
,430,22602,Comercio. Publicidad y propaganda (Ferias),,,430,2,50000,14143.13,64143.13,11335.76
,430,22634,Comercio.  Campañas Navideñas,,,430,2,5000,-3004.25,1995.75,0
,430,22651,Comercio. Promoción del Comercio Local,,,430,2,25000,-17787,7213,0
,430,22657,"Comercio, turismo Mercado Semanal",,,430,2,0,9818.26,9818.26,2720.53
,430,22699,Comercio . Otros gastos diversos,,,430,2,3000,-2000,1000,0
,430,47000,Comercio . Subvención convenio Polígono Valdefuentes,,,430,47000,18000,18000,36000,18000
,430,47002,Comercio . Subvención convenio Polígono Valdearenal Norte,,,430,47002,18000,18000,36000,18000
,430,47003,Comercio  . Subvención Poligono Valdearenal Sur,,,430,47003,18000,18000,36000,18000
,430,47004,"Administración general de comercio, turismo y  pequeñas y medianas empresas..Promoción comercio local",,,430,47004,0,17787,17787,0
,430,48034,"Administración general de comercio, turismo y  pequeñas y medianas empresas..Subvencion a CICOIN",,,430,48034,0,18000,18000,0
,432,22602,Información y promoción turística Publicidad y propaganda,,,432,2,30000,7576.3,37576.3,2121.61
,432,22642,Información y promoción turística Congreso In Rure,,,432,2,4500,0,4500,0
,432,22652,Información y promoción turística Espectculos al Aire libre,,,432,2,60000,0,60000,25652
,432,22663,Información y promoción turística Gastos vuelta ciclista,,,432,2,45000,0,45000,1289.66
,432,22664,Información y promoción turística Programa radio turismo,,,432,2,3500,0,3500,100
,432,22699,Información y promoción turística.Otros gastos diversos,,,432,2,0,0,0,0
,432,22706,Información y promoción turística Estudios y trabajos técnicos,,,432,2,50000,6939.77,56939.77,0
,432,63503,Información y promoción turística.VALLAS,,,432,63503,0,6000,6000,0
,432,68200,Información y promoción turística Acondicionamiento  de El Torreón,,,432,68200,145000,161186.45,306186.45,0
,912,10000,Organos de gobierno. Retribuciones básicas,,,912,1,475363.14,0,475363.14,210529.96
,912,11000,Órganos de gobierno. Retribuciones básicas,,,912,1,212100.42,-212100.42,0,0
,912,22001,"Organos de gobierno. Prensa, revistas, libros y otras publicaciones",,,912,2,6000,0,6000,0
,912,22002,"Órganos de gobierno..Material, informático no inventariable",,,912,2,0,0,0,1153.13
,912,22101,Organos de gobierno. Agua,,,912,2,2000,0,2000,285.12
,912,22400,Órganos de gobierno. Primas de seguros,,,912,2,15000,0,15000,7627.22
,912,22401,Órganos de gobierno..Primas de seguros de vehículos,,,912,2,0,0,0,526.51
,912,22409,Órganos de gobierno..Primas de seguro Organos de Gobierno,,,912,2,0,0,0,0
,912,22601,Organos de gobierno. Atenciones protocolarias y representativas,,,912,2,10000,0,10000,1211
,912,22602,Organos de gobierno. Publicidad y propaganda,,,912,2,10000,5817.01,15817.01,17427.08
,912,22604,"Órganos de gobierno..Jurídicos, contenciosos",,,912,2,0,0,0,0
,912,22608,Organos de gobierno. Otros gastos institucionales,,,912,2,25000,43155.26,68155.26,16371.53
,912,22654,Órganos de gobierno..Cursos de formación,,,912,2,0,0,0,650
,912,23100,Organos de gobierno. Locomoción de los miembros de los órganos de gobierno,,,912,2,10000,11200,21200,8031.48
,912,23300,Organos de gobierno Otras indemnizaciones de Cargos Electivos,,,912,2,75000,0,75000,57630
,912,48018,Organos de gobierno. A Familias sin ánimo de lucro,,,912,48018,5000,0,5000,0
,912,62309,Órganos de gobierno..Móviles corporación,,,912,62309,0,772,772,475.53
,9201,12001,Servicios Generales.Sueldos del Grupo A2,,,9201,1,27119.96,0,27119.96,13035.6
,9201,12003,Servicios Generales.Sueldos del Grupo C1,,,9201,1,10181.08,0,10181.08,4991.91
,9201,12004,Servicios Generales.Sueldos del Grupo C2,,,9201,1,25420.2,0,25420.2,8192.71
,9201,12006,Servicios Generales.Trienios,,,9201,1,8896,0,8896,4326.95
,9201,12100,Servicios Generales.Complemento de destino,,,9201,1,38265.95,0,38265.95,16839.31
,9201,12101,Servicios Generales.Complemento específico,,,9201,1,70006.44,0,70006.44,28471.89
,9201,13000,Servicios Generales.Retribuciones básicas,,,9201,1,85277.24,0,85277.24,37184.92
,9201,13002,Servicios Generales.Otras remuneraciones,,,9201,1,156425.12,0,156425.12,65174.48
,9201,13006,Servicios Generales.Trienios,,,9201,1,17257.87,0,17257.87,7675.67
,9201,13100,Servicios Generales.Salario Base,,,9201,1,98808.68,0,98808.68,27355.41
,9201,13102,Servicios Generales.Otras Remuneraciones,,,9201,1,182241.13,0,182241.13,49502.88
,9201,13106,Servicios Generales.Trienios,,,9201,1,1333.56,0,1333.56,656.35
,9201,15100,Servicios Generales.Gratificaciones,,,9201,15100,15000,0,15000,10269.85
,9201,20200,"Servicios Generales.Alquiler, edificios y otras contruccciones, el caño",,,9201,2,8024.73,658.85,8683.58,5344.51
,9201,20300,"Servicios Generales Arrendamiento de maquinaria, instalacciones y utillaje",,,9201,2,1000,0,1000,677.6
,9201,20302,Servicios Generales Arrendamiento de Fuentes Agua potable,,,9201,2,7586.7,0,7586.7,4025.19
,9201,20601,Servicios Generales.Alquiler equipos para procesos información fotocopiadoras,,,9201,2,0,0,0,507.84
,9201,21102,Servicios Generales.Otras reparaciones y mantenimientos,,,9201,2,35000,0,35000,1536.46
,9201,21207,Servicios Generales.Mantenimiento garajes,,,9201,2,0,8105.27,8105.27,11949.14
,9201,21301,"Servicios Generales.Mantenimiento, maquinaria, instalacciones y utillaje",,,9201,2,35000,0,35000,15630.03
,9201,21400,Servicios Generales.Mantenimiento y reparación de vehículos,,,9201,2,18000,0,18000,14637.77
,9201,22100,Servicios Generales.Energía eléctrica,,,9201,2,848645.33,0,848645.33,428841.45
,9201,22101,Servicios Generales Agua,,,9201,2,400000,0,400000,220610.62
,9201,22102,Servicios Generales Gas,,,9201,2,35000,0,35000,0
,9201,22103,Servicios Generales.Combustibles y carburantes,,,9201,2,20000,0,20000,15106.62
,9201,22104,Servicios Generales.Vestuario,,,9201,2,20000,0,20000,9204.17
,9201,22110,Servicios Generales.Productos de limpieza y aseo,,,9201,2,1700,0,1700,562.91
,9201,22112,"Servicios Generales Suministros de material electrónico, eléctrico y de telecomunicaciones",,,9201,2,20000,39274,59274,2016.94
,9201,22113,Servicios Generales.Manutención de animales,,,9201,2,500,0,500,0
,9201,22118,Servicios Generales Suministros contrato aire acondicionado,,,9201,2,18000,0,18000,0
,9201,22128,Servicios Generales.Suministro de material de ferreteria,,,9201,2,93000,60000,153000,10389.33
,9201,22129,Servicios Generales.Suministro de materiales de contrucción,,,9201,2,30000,0,30000,13691.35
,9201,22130,Servicios Generales.Suministro de materiales de fontanería,,,9201,2,6000,0,6000,3649.16
,9201,22131,Servicios Generales Suministro de materiales de jardinería,,,9201,2,1000,0,1000,97.01
,9201,22134,Servicios Generales Suministro repuestos maquinaria y utillaje,,,9201,2,18000,-9462.34,8537.66,0
,9201,22199,Servicios Generales.Otros suministros,,,9201,2,15000,0,15000,1908.76
,9201,22400,Servicios Generales.Primas de seguros,,,9201,2,9000,0,9000,0
