#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Seguridad  y Protección Civil. Publicidad y propaganda,234,22602,25/07/2013,B86397668,"DREAMS DISEÑO Y ARTES GRÁFICAS.,S.L.",9500 EJEMPLARES DE 16 PÁGINAS PROGRAMACION INFORMACION ACTIVIDADES DE CURSOS Y CAMPAMENTOS DE VERANO 2013 - NUMERO DE FAC.: 34-13 (RC II Nº 306/13 DESFAVORABLE) INFORME DE INTERVENCIÓN Nº 393/13 DESFAVORABLE,"2.478,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,236,22602,22/03/2013,B86397668,"DREAMS DISEÑO Y ARTES GRÁFICAS.,S.L.","PROGRAMACION XI SEMANA DE LA MUJER, DIPTICO - NUMERO DE FAC.: 5/13 DE FECHA OPERACION: 15/03/2013","895,40","0,00",#NAME?
Deportes. Material suministros y otros deportes,340,22107,08/11/2013,B86397668,"DREAMS DISEÑO Y ARTES GRÁFICAS.,S.L.",TRABAJO 10.000 JUEGOS COPIATIVOS DEPORTE APROBADA CON DECRETO 2073/2013 - NUMERO DE FAC.: 74-13 DE FECHA OPERACION: 15/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2197/2013,"696,96","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,340,22602,25/07/2013,B86397668,"DREAMS DISEÑO Y ARTES GRÁFICAS.,S.L.",PROGRAMA DE DIFUSION DE LAS ACTIVIDADES DEPORTIVAS 2013/2014 - NUMERO DE FAC.: 35-13 (RC II Nº 306/13 DESFAVORABLE) INFORME DE INTERVENCIÓN Nº 393/13 DESFAVORABLE,"5.176,39","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,12/12/2013,B86397668,"DREAMS DISEÑO Y ARTES GRÁFICAS.,S.L.","GASTOS EDICION DIPTICO LINEAS ALTA TENSIÓN, APROBADA CON DECRETO  2285/2013 - NUMERO DE FAC.: 91 DE FECHA OPERACION: 14/11/2013 Y DECRETO DE ORDENACIÓN DE PAGO Nº 2390/2013","590,48","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,160,22199,07/05/2013,B78783370,"DROPIN.,S.L.",SUMINISTRO MATERIAL DE PINTURA - NUMERO DE FAC.: 126862 DE FECHA OPERACION: 18/04/2013,"85,43","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,160,22199,05/07/2013,B78783370,"DROPIN.,S.L.",SUMINISTRO PINTURAS - NUMERO DE FAC.: 127097 DE FECHA OPERACION: 14/06/2013,"81,40","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,160,22199,02/08/2013,B78783370,"DROPIN.,S.L.",SUMINISTRO MATERIALES PINTURA - NUMERO DE FAC.: 127213 DE FECHA OPERACION: 10/07/2013,"128,57","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,160,22199,21/08/2013,B78783370,"DROPIN.,S.L.",SUMINISTRO DE PINTURAS- APROBADO POR DECRETO DE ALCALDIA 1659/2013 - NUMERO DE FAC.: 127346 DE FECHA OPERACION: 09/08/2013,"81,92","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,160,22199,10/10/2013,B78783370,"DROPIN.,S.L.",SUMINISTRO DE PINTURAS APROBADA CON DECRETO 1854/2013 - NUMERO DE FAC.: 127464 DE FECHA OPERACION: 18/09/2013,"56,74","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,330,22699,28/11/2013,B78783370,"DROPIN.,S.L.",PROTECTOR DE SUELO CONCEJALÍA DE CULTURA - NUMERO DE FAC.: 73189 DE FECHA OPERACION: 28/11/2013,"241,89","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,18/07/2013,B19177559,"ECOAVENTURA.,S.L.",SERVIOS PRESTADOS PARQUE ACUATICO  FIESTAS CORPUS. - NUMERO DE FAC.: 063/13 DE FECHA OPERACION: 18/07/2013,"1.469,00","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,02/07/2013,B19177559,"ECOAVENTURA.,S.L.",EXPTE. 14/13:  SERVICIO DE PARQUE INFANTIL EL 25 Y 30 DE MAYO DE 2013 - APROBADO POR DECRETO Nº 1.335/2013 - NUMERO DE FAC.: 062/13 DE FECHA OPERACION: 24/06/2013,"6.779,92","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,07/03/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MANTENIMIENTO EQUIPOS DE AGUA DEPENDENCIAS MUNICIPALES MES DE ENERO - NUMERO DE FAC.: 75/02564688 DE FECHA OPERACION: 19/02/2013,"579,59","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/04/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MTTO. EQUIPOS DE AGUA - FEBRERO - NUMERO DE FAC.: 75/02581680 DE FECHA OPERACION: 09/04/2013,"613,47","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,07/05/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MANTENIMIENTO EQUIPOS DE AGUA MES DE MARZO - NUMERO DE FAC.: 75/02599065 DE FECHA OPERACION: 18/04/2013,"617,10","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,28/05/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MANTENIMIENTO  EQUIPOS  POU  MES DE ABRIL - NUMERO DE FAC.: 75/02617026 DE FECHA OPERACION: 21/05/2013,"779,36","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,05/07/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.","ARRRENDAMIENTO EQUIPOS DE AGUA DEENDENCIAS MUNICIPALES, MES DE MAYO - NUMERO DE FAC.: 75/02634163 DE FECHA OPERACION: 14/06/2013","686,07","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,02/08/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",EQUIPOS FUENTES  MES DE JUNIO - NUMERO DE FAC.: 75/02650982 DE FECHA OPERACION: 12/07/2013,"653,40","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/09/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MTTO EQUIPOS DE AGUA DEPENDENCIAS MPALES MES DE JULIO- INFORME DESFAVO. INTERV. 460/13 - Dº APROBACION 1809/13 - NUMERO DE FAC.: 75/02667571 DE FECHA OPERACION: 18/09/2013,"653,40","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,23/10/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MTTO. FUENTES DE AGUA DEPENDENCIAS MPALES. INFORME DESFAVORABLE INTERVENCION 479/13- APROBADO Dº 1981/13 - NUMERO DE FAC.: 75/02677588 DE FECHA OPERACION: 09/10/2013 DECRETO DE ORDENACIÓN DE PAGO 1982/2013,"686,07","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,08/11/2013,A62247879,"EDEN SPRINGS ESPAÑA, S.A.U.",MANTENIMIENTO EQUIPOS DE AGUA DEPENDENCIAS MUNICIPALES MES DE SEPTIEMBRE - INFORME DESFAVO INTERVENCION 553/13 - APROBADO Dº 2193/13 - NUMERO DE FAC.: 75/02701927 DE FECHA OPERACION: 05/11/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2194/2013,"686,07","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",330,22001,05/07/2013,B85635910,EDICIONES EL PAIS SOCIEDAD LIMITADA,SUSCRIPCION DIARIO EL PAIS DEL 01/05/2013 AL 30/04/2014 - NUMERO DE FAC.: S/000042173 DE FECHA OPERACION: 11/06/2013,"452,70","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,151,22699,28/11/2013,A81962201,EDITORIAL ARANZADI,LIBRO LEY  JURIDICO CONTENCIOSO ADMINISTRATIVO 7ª EDICIÓN CONCEJALÍA DE URBANISMO - NUMERO DE FAC.: 2001979208 DE FECHA OPERACION: 28/11/2013,"180,50","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",330,22001,07/03/2013,B60962370,"EDITORIAL TORRE DE PAPEL.,S.L.",SUSCRIPCION REVISTA CUADERNOS DE LITERATURA INFANTIL Y JUVENIL DEL 251 AL 256 - NUMERO DE FAC.: 2013/13979 DE FECHA OPERACION: 15/02/2013,"70,00","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,330,22199,12/12/2013,G80391907,"EL ANGEL, HIJOS DE JESUS JIMENEZ, S.C.","SUMINISTRO NACIMIENTO, APROBADA CON DECRETO2285/2013 - NUMERO DE FAC.: 1113318 DE FECHA OPERACION: 14/11/2013 Y DECRETO DE ORDENACIÓN DE PAGO Nº 2390/2013","355,70","0,00",#NAME?
Seguridad  y Protección Civil. Vestuario,160,22104,29/05/2013,A28017895,EL CORTE INGLES S.A.,SUMINISTRO VESTUARIO PERSONAL DE SERVICIOS GENERALES - NUMERO DE FAC.: 92031346 DE FECHA OPERACION: 15/05/2013,"255,62","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",330,22001,20/05/2013,A28017895,EL CORTE INGLES S.A.,SUMINISTRO BIBLIOTECA MUNICIPAL - NUMERO DE FAC.: 92030078 DE FECHA OPERACION: 10/05/2013,"514,58","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,20/05/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,"CAMPAÑA PUBLICITARIA GLOBO FM MES DE MARZO, INFORME DESFAVORABLE DE INTERVENCION 175/2013 - NUMERO DE FAC.: 300399 DE FECHA OPERACION: 19/04/2013","1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,20/05/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,"CAMPAÑA PUBLICITARIA FLOBO FM MES DE FEBRERO, INFORME DESFAVORABLE DE INTERVENCION 175/2013 - NUMERO DE FAC.: 300344 DE FECHA OPERACION: 19/04/2013","1.500,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,20/05/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,"CAMPAÑA PUBLICITARIA EN GLOBO F.M. MES DE ENERO 2013, INFORME DESFAVORABLE DE INTERVENCION 175/2013 - NUMERO DE FAC.: 300318 DE FECHA OPERACION: 19/04/2013","1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,28/05/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,CAMPAÑA PUBLICITARIA MES DE ABRIL CUÑAS EN GLOBO FM - INFORME DESFAVO INTERVENCION 253/13 - APROBADO Dº ALCALDIA 1041/13 - NUMERO DE FAC.: 300450 DE FECHA OPERACION: 10/05/2013,"1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,27/06/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,CAMPAÑA PUBLICITARIA GLOBO FM MES DE MAYO 2013 -INF. DESFAVO. INTERVENCION 327/2013  NUMERO DE FAC.: 300504 DE FECHA OPERACION: 07/06/2013,"1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,02/08/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,CAMPAÑA PUBLICITARIA EN GLOBO FM JUNIO 2013 - NUMERO DE FAC.: 300554 (RC INF. INTERV.175/13 DESFAVORABLE) INFORME DE INTERVENCIÓN Nº 405/13 DESFAVORABLE,"1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,18/09/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,CAMPAÑA PUBLICITARIA GLOBO FM MES DE JULIO- INFORME DESFAVO. INTERVENCION Nº 454/13 - APROBADO POR Dº 1809/13 - NUMERO DE FAC.: 300591 DE FECHA OPERACION: 18/09/2013,"1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,05/11/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,CAMPAÑA PUBLICITARIA EN GLOBO FM- SEPTIEMBRE - INF. DESFAVO. INTERVENCION 531/13 - APROBADO Dº 2070/13 - NUMERO DE FAC.: 300669 DE FECHA OPERACION: 14/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2072/2013,"1.452,00","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,29/11/2013,B82475286,EL ICEBERG PUBLICACIONES DEL SUR,CAMPAÑA PUBLICITARIA EN GLOBO FM MES DE OCTUBRE - INF. DESFAVO INTERVENCION 585/2013- APROBADO SEGUN Dº 2243/2013 - NUMERO DE FAC.: 300728 DE FECHA OPERACION: 11/11/2013 Y APROBADA LA ORDENACIÓN DEL PAGO POR DECRETO DE ALCALDÍA 2244/2013,"1.452,00","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",330,22001,20/05/2013,A08763724,EL JUEVES EDICIONES,SUSCRIPCION A LA REVISTA EL JUEVES - NUMERO DE FAC.: 6000000870 DE FECHA OPERACION: 10/05/2013,"100,00","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,134,22699,18/04/2013,B82715152,EL OLIVAR DE ARROYOMOLINOS,MENUS AVITUALLAMIENTO PROTECCION CIVIL - NUMERO DE FAC.: 10 DE FECHA OPERACION: 08/04/2013,"65,45","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,134,22699,02/08/2013,B82715152,EL OLIVAR DE ARROYOMOLINOS,SUMINISTRO DE BOCADILLOS Y REFRESCOS  PROTECCION CIVIL - NUMERO DE FAC.: 24 DE FECHA OPERACION: 23/07/2013,"1.666,80","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,134,22699,29/08/2013,B82715152,EL OLIVAR DE ARROYOMOLINOS,AVITUALLAMIENTO PROTECION CIVIL JORNADAS SUMMA  - APROBADA POR DECRETO DE ALCALDIA Nº 1.659/2013 - NUMERO DE FAC.: 33 DE FECHA OPERACION: 09/08/2013,"118,97","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,134,22699,08/11/2013,B82715152,EL OLIVAR DE ARROYOMOLINOS,MENUS Y REFRESCOS SERVICIO PROTECCION CIVIL SLALOM ARROYOMOLINOS APROBADA CON DECRETO 2073/2013 - NUMERO DE FAC.: 44 DE FECHA OPERACION: 15/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2197/2013,"99,00","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,134,22699,21/11/2013,B82715152,EL OLIVAR DE ARROYOMOLINOS,"SUMINISTRO BOCADILLOS Y REFRESCOS PROTECCION CIVIL, APROBADA CON DECRETO 2184/2013 - NUMERO DE FAC.: 47 DE FECHA OPERACION: 29/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2269/2013","104,50","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,26/12/2013,B82715152,EL OLIVAR DE ARROYOMOLINOS,CONSUMICIÓN FIESTAS CORPUS 2013 ACF FESTEJOS - NUMERO DE FAC.: 45 DE FECHA OPERACION: 26/12/2013,"75,35","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/07/2013,B45792512,"ELIALMA REFORMAS.,S.L.",ARREGLO DE ARQUETA EN PLAZA - NUMERO DE FAC.: 3/13 DE FECHA OPERACION: 18/07/2013,"419,87","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/07/2013,B45792512,"ELIALMA REFORMAS.,S.L.",ARREGLO DE LA FUENTE ORNAMENTAL SITUADA EN PLAZA DE ESPAÑA - NUMERO DE FAC.: 2/13 DE FECHA OPERACION: 18/07/2013,"822,80","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,04/11/2013,B45792512,"ELIALMA REFORMAS.,S.L.",TRABAJOS REALIZADOS AVDA. CASTAÑERAS Y AVDA. CASTAÑERAS C/RIO TAJO APROBADO POR DECRETO 1973/2013 - NUMERO DE FAC.: 5/13 DE FECHA OPERACION: 02/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2123/2013,"556,60","0,00",#NAME?
Seguridad  y Protección Civil. Mantenimiento y reparación de vehículos,160,21400,22/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,REPARACION VEHICULO SERVICIOS GENERALES MATRICULA M-29608-VE - NUMERO DE FAC.: 13002 DE FECHA OPERACION: 15/03/2013,"185,76","0,00",#NAME?
Seguridad  y Protección Civil. Mantenimiento y reparación de vehículos,160,21400,22/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,REPARACION VEHICULO MATRICULA 0126-FNK - NUMERO DE FAC.: 13014 DE FECHA OPERACION: 15/03/2013,"389,98","0,00",#NAME?
Seguridad  y Protección Civil. Mantenimiento y reparación de vehículos,160,21400,22/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,REPARACION VEHICULO  SERVICIOS GENERALES MATRICULAM-29444-VE - NUMERO DE FAC.: 13001 DE FECHA OPERACION: 15/03/2013,"370,26","0,00",#NAME?
Seguridad  y Protección Civil. Mantenimiento y reparación de vehículos,160,21400,22/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,REPARACION VEHICULO MATRICULA BA-7922-K - NUMERO DE FAC.: 13006 DE FECHA OPERACION: 15/03/2013,"1.078,35","0,00",#NAME?
Urbanismo..Plantación Pinar en EE-1 y EE-1 SAU6 Zarzalejo,151,60906,31/12/2013,A82634353,"EMUVISA, S.A.","PLANTACION PINAR EN EE-1 Y ED-1 SAU6ZARZALEJO ACUERDO DE PLENO DE FECHA 26/12/2013, APROBADA CON DECRETO 2614/2013 - NUMERO DE FAC.: EMV/2013/740 DE FECHA OPERACION: 31/12/2013","27.212,90","0,00",#NAME?
Urbanismo..Implantación de Huertos Municipales,151,61114,31/12/2013,A82634353,"EMUVISA, S.A.",IMPLANTACION DE HUERTOS MUNICIPALES APROBADO EN PLENO DE FECHA 26/12/2013 APROBADA CON DECRETO 2614/2013 - NUMERO DE FAC.: EMV/2013/741 DE FECHA OPERACION: 31/12/2013,"180.018,49","0,00",#NAME?
"Urbanismo..Mejora vial acceso finca""El Bosque""",151,61115,31/12/2013,A82634353,"EMUVISA, S.A.",MEJORAS VIAL ACDESO FINCA EL BOSQUE ACUERDO APROBADO POR PLENO DE FECHA 26/12/2013 APROBADA CON DECRETO 2614/2013 - NUMERO DE FAC.: EMV/2013/742 DE FECHA OPERACION: 31/12/2013,"188.185,77","0,00",#NAME?
Urbanismo..Construcción Centro de Protección Animal,151,62207,31/12/2013,A82634353,"EMUVISA, S.A.","CONSTRUCION CENTRO DE PROTECCION ANIAL, CONFORME AL ACUERDO APROBADO EN PLENO CELEBRADO EL 26/12/2013 APROBADA CON DECRETO 2614/2013 - NUMERO DE FAC.: EMV/2013/743 DE FECHA OPERACION: 31/12/2013","899.883,81","0,00",#NAME?
Urbanismo..Constucción Depósito Municipal-Grua,151,62208,31/12/2013,A82634353,"EMUVISA, S.A.","CONSTRUCCION DEPOSITO MUNICIPAL- GRUA, CONFORME AL ACUERDO ADOPTADO EN PLENO DE FECHA 26/12/2013 APROBADA CON DECRETO 2614/2013 - NUMERO DE FAC.: EMV/2013/744 DE FECHA OPERACION: 31/12/2013","1.233.378,10","0,00",#NAME?
Parques y jardines. Mantennimiento jardines (encomienda Emuvisa),171,21101,26/03/2013,A82634353,"EMUVISA, S.A.",1ª FRA. MTTO Y CONSERV. JARDINES MPALES. ENCOMIENDA DE GESTION 2013 - APROBADO EN JGL DE 26 DE MARZO DE 2013 - ORDENADO POR Dº 689/13 - NUMERO DE FAC.: EMV/2013/191 DE FECHA OPERACION: 26/03/2013,"207.297,20","0,00",#NAME?
Parques y jardines. Mantennimiento jardines (encomienda Emuvisa),171,21101,04/12/2013,A82634353,"EMUVISA, S.A.",ENCOMIENDA DE  JARDINES MUNICIPALES  2º FRA. CORRESPONDIENTE  DEL 01/07/2013 AL 30/09/2013 - APROBADA POR DECRETO Nº 2.360/2013 - NUMERO DE FAC.: EMV/2013/567 DE FECHA OPERACION: 25/11/2013 Y ORDENACIÓN DEL PAGO SEGÚN DECRETO Nº 2364/2013 Y COMPENSACIÓN CON DEUDAS DECRETO Nº 2372/2013,"99.474,10","0,00",#NAME?
Parques y jardines. Mantennimiento jardines (encomienda Emuvisa),171,21101,20/12/2013,A82634353,"EMUVISA, S.A.",3ª FRA. ENCOMIENDA DE GESTION MTO. Y CONSERV. JARDINES MUNICIPALES . PERIODO DEL 01/10/2013 AL 30/11/2013 - APROBADA POR DECRETO 2.470/2013 - NUMERO DE FAC.: EMV/2013/681 DE FECHA OPERACION: 10/12/2013  Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2472/2013,"66.316,07","0,00",#NAME?
Servicios Generales Indemnizaciones a particulares,160,22605,23/09/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,INDEMNIZACION PATRIMONIAL EXP RRC/03-13 -SEGUN Dº 1824/2013,"278,30","0,00",#NAME?
Comercio . Subvención convenio Polígono Valdefuentes,430,47000,23/12/2013,G84217520,ENTIDAD URB. COL. DE CONSERVACION SAU-4 VALDEFUENTES,SUBVENCION VALDEFUENTES AÑO 2013 SEGUN DECRETO 2480/2013,"18.000,00","0,00",#NAME?
Comercio . Subvención convenio Polígono Valdearenal Norte,430,47002,23/12/2013,V85329571,ENTIDAD URBANISTICA POLIGONO VALDEARENAL NORTE,SUBVENCION VALDEARENAL NORTE SEGUN DECRETO 2476/2013,"18.000,00","0,00",#NAME?
Comercio  . Otras subvenciones,430,47003,23/12/2013,G86405693,ENTIDAD URBANISTICA VALDEARENAL SUR,SUBVENCION VALDEARENAL SUR SEGUN DECRETO 2473/2013,"18.000,00","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,20/05/2013,B45619103,"ENTORNO OBRAS Y SERVICIOS.,S.L.",SUMINISTRO DE BOTES DE AGLOMERADO EN FRIO - NUMERO DE FAC.: 19 DE FECHA OPERACION: 06/05/2013,"317,02","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,22/03/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA SEGURIDAD CIUDADANA MES DE FEBRERO - NUMERO DE FAC.: 13-016958 DE FECHA OPERACION: 12/03/2013,"77,60","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,22/03/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA SEGURIDAD CIUDADANA MES DE ENERO - NUMERO DE FAC.: 13-008401 DE FECHA OPERACION: 12/03/2013,"84,20","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,07/05/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA DIARIA SEGURIDAD CIUDADANA MES DE MARZO - NUMERO DE FAC.: 13-025329 DE FECHA OPERACION: 17/04/2013,"85,40","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,28/05/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA SEGURIDAD CIUDADANA MES DE ABRIL - NUMERO DE FAC.: 13-033900 DE FECHA OPERACION: 16/05/2013,"87,80","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,05/07/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA DIARIA SEGURIDAD CIUDADANA MES DE MAYO - NUMERO DE FAC.: 13-042222 DE FECHA OPERACION: 13/06/2013,"92,20","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,12/08/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO DE PRENSA SEGURIDAD CIUDADANA MES DE JUNIO - APROBADA POR DECRETO DE ALCALDIA Nº 1.659/2013 - NUMERO DE FAC.: 13-050438 DE FECHA OPERACION: 08/08/2013,"80,00","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,29/08/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA DIARIA MES DE JULIO SEGURIDAD CIUDADANA - APROBADA POR DECRETO DE ALCALDIA Nº 1.659/2013 - NUMERO DE FAC.: 13-058253 DE FECHA OPERACION: 09/08/2013,"91,70","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,10/10/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMIINISTRO PRENSA SEGURIDAD CIUDADANA MES DE AGOSTO APROBADA CON DECRETO 1854/2013 - NUMERO DE FAC.: 13-064900 DE FECHA OPERACION: 18/09/2013,"85,80","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,08/11/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA DIARIA SEGURIDAD CIUDADANA MES DE SEPTIEMBRE APROBADA CON DECRETO 2073/2013 - NUMERO DE FAC.: 13-072504 DE FECHA OPERACION: 15/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº2197/2013,"83,90","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",130,22001,09/12/2013,B79836284,"ENTREGAS URBANAS, S.L.","SUMINISTRO DE PRENSA SEGURIDAD CIUDADANA MES DE OCTUBBRE, APROBADA CON DECRETO2285/2013 - NUMERO DE FAC.: 13-080441 DE FECHA OPERACION: 14/11/2013 Y DECRETO DE ORDENACIÓN DE PAGO Nº 2390/2013","91,70","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",235,22001,07/03/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA TERCERA EDAD MES DE ENERO - NUMERO DE FAC.: 13-008400 DE FECHA OPERACION: 07/02/2013,"30,60","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",235,22001,22/03/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINSITRO PRENSA  MES DE FEBRERO CENTRO TERCERA EDAD - NUMERO DE FAC.: 13-016957 DE FECHA OPERACION: 08/03/2013,"28,00","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",235,22001,07/05/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA DIARIA TERCERA EDAD MES DE MARZO - NUMERO DE FAC.: 13-025328 DE FECHA OPERACION: 16/04/2013,"30,30","0,00",#NAME?
"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",235,22001,28/05/2013,B79836284,"ENTREGAS URBANAS, S.L.",SUMINISTRO PRENSA TERCERA EDAD - NUMERO DE FAC.: 13-033899 DE FECHA OPERACION: 16/05/2013,"30,60","0,00",#NAME?
