#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Seguridad  y P. Civil..Agua,340,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200524561 - C/ SANTANDER S/N M 15 SAU 1 MOSQUITOS  - DEPORTES  -  FACTURACION NOVIEMBRE / FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000832861 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"361,08","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200532241 - C/ SANTANDER S/N M15 SAU 1 MOSQUITOS - DEPORTES  -  FACTURACION NOVIEMBRE / FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000832862 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"459,52","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,14/05/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200524561 - C/ SANTANDER S/N - SEGUNDO BIMESTRE - DEPORTES - APROBADO POR DECRETO 902/2015 - NUMERO DE FAC.: 150002292022 DE FECHA OPERACION: 29/04/2015 Y FECHA REG. INTERVENCIÓN: 09/04/2015,"311,55","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,14/05/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 121151683 - C/ MADRID S/N - SEGUNDO BIMESTRE - DEPORTES - APROBADO POR DECRETO 902/2015 - NUMERO DE FAC.: 150002288668 DE FECHA OPERACION: 29/04/2015 Y FECHA REG. INTERVENCIÓN: 09/04/2015,"416,88","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,14/05/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200532241 - C/ SANTANDER S/N - SEGUNDO BIMESTRE - DEPORTES - APROBADO POR DECRETO 902/2015 - NUMERO DE FAC.: 150002292023 DE FECHA OPERACION: 29/04/2015 Y FECHA REG. INTERVENCIÓN: 09/04/2015,"437,84","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,14/05/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 120816328 - C/ MADRID S/N - SEGUNDO BIMESTRE - DEPORTES - APROBADO POR DECRETO 902/2015 - NUMERO DE FAC.: 150002288652 DE FECHA OPERACION: 29/04/2015 Y FECHA REG. INTERVENCIÓN: 09/04/2015,"311,55","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,16/07/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 121151683 - C/ MADRID, S/N - DEPORTES - TERCER TRIMESTRE-APROBADO Dº 1425/2015  - NUMERO DE FAC.: 150003742731 DE FECHA OPERACION: 02/07/2015 Y FECHA REG. INTERVENCIÓN: 09/06/2015 Y ORDENACION DE PAGO DECRETO 1426/2015","407,10","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,16/07/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO Nº 120816328 - C/ MADRID, S/N - DEPORTES - TERCER TRIMESTRE-APROBADO Dº 1425/2015  - NUMERO DE FAC.: 150003742716 DE FECHA OPERACION: 02/07/2015 Y FECHA REG. INTERVENCIÓN: 09/06/2015 Y ORDENACION DE PAGO DECRETO 1426/2015","338,43","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,16/07/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 200524561 - C/ DE SANTANDER, S/N - DEPORTES - TERCER TRIMESTRE-APROBADO Dº 1425/2015  - NUMERO DE FAC.: 150003755791 DE FECHA OPERACION: 02/07/2015 Y FECHA REG. INTERVENCIÓN: 09/06/2015 Y ORDENACION DE PAGO DECRETO 1426/2015","338,43","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,16/07/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 200532241 - C/ SANTANDER, S/N - DEPORTES - TERCER TRIMESTRE-APROBADO Dº 1425/2015  - NUMERO DE FAC.: 150003752599 DE FECHA OPERACION: 02/07/2015 Y FECHA REG. INTERVENCIÓN: 09/06/2015 Y ORDENACION DE PAGO DECRETO 1426/2015","3.644,24","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,25/09/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 120816328 - C/ MADRID - CONCEJALIA DEPORTES - FACTURACIÓN JUN/JUL - APROBADO POR DECRETO 1856/2015 - NUMERO DE FAC.: 150005215712 DE FECHA OPERACION: 14/09/2015 Y FECHA REG. INTERVENCIÓN: 05/08/2015,"327,69","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,25/09/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200524561 - C/ SANTANDER S/N - FACTURACION JUNIO / AGOSTO - DEPORTES - APROBADO POR DECRETO 1856/2015 - NUMERO DE FAC.: 150005519993 DE FECHA OPERACION: 14/09/2015 Y FECHA REG. INTERVENCIÓN: 19/08/2015,"696,91","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,25/09/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 121151683 - C/ MADRID - CONCEJALIA DEPORTES - FACTURACIÓN JUN/JUL - APROBADO POR DECRETO 1856/2015 - NUMERO DE FAC.: 150005215725 DE FECHA OPERACION: 14/09/2015 Y FECHA REG. INTERVENCIÓN: 05/08/2015,"510,40","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,14/10/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200524561 - C/ SANTANDER S/N M 15 SAU MOSQUITOS  - DEPORTES - QUINTO BIMESTRE - APROBACION EN PLENO DE 24/09/2015 EN REC 10/2015 - NUMERO DE FAC.: 140006883686 DE FECHA OPERACION: 24/09/2015 Y FECHA REG. INTERVENCIÓN: 27/10/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2046/2015,"13.905,41","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,25/09/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 200532241 - C/ SANTANDER, S/N - CONCEJALIA DEPORTES - FACTURACIÓN JUN/JUL - APROBADO POR DECRETO 1856/2015 - NUMERO DE FAC.: 150005225516 DE FECHA OPERACION: 14/09/2015 Y FECHA REG. INTERVENCIÓN: 06/08/2015","10.532,37","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,06/11/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 120816328 - C/ MADRID S/N - FACTURACION AGOSTO / SEPTIEMBRE - DEPORTES - APROBADO POR DECRETO 2233/2015 - NUMERO DE FAC.: 150006673727 DE FECHA OPERACION: 27/10/2015 Y FECHA REG. INTERVENCIÓN: 02/10/2015 Y DECRETO DE ORDENACIÓN DEL PAGO 2234/2015, DE FECHA 27/10/2015","306,20","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,06/11/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 200524561 - C/ SANTANDER S/N -  FACTURACION AGOSTO / SEPTIEMBRE - DEPORTES - APROBADO POR DECRETO 2233/2015 - NUMERO DE FAC.: 150006677076 DE FECHA OPERACION: 27/10/2015 Y FECHA REG. INTERVENCIÓN: 02/10/2015 Y DECRETO DE ORDENACIÓN DEL PAGO 2234/2015, DE FECHA 27/10/2015","488,42","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,06/11/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 121151683 - C/ MADRID S/N - FACTURACION AGOSTO / SEPTIEMBRE - DEPORTES - APROBADO POR DECRETO 2233/2015 - NUMERO DE FAC.: 150006673741 DE FECHA OPERACION: 27/10/2015 Y FECHA REG. INTERVENCIÓN: 02/10/2015 Y DECRETO DE ORDENACIÓN DEL PAGO 2234/2015, DE FECHA 27/10/2015","503,81","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,06/11/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.","CONTRATO 200532241 - C/ SANTANDER S/N  - FACTURACION AGOSTO / SEPTIEMBRE - DEPORTES - APROBADO POR DECRETO 2233/2015 - NUMERO DE FAC.: 150006677077 DE FECHA OPERACION: 27/10/2015 Y FECHA REG. INTERVENCIÓN: 02/10/2015 Y DECRETO DE ORDENACIÓN DEL PAGO 2234/2015, DE FECHA 27/10/2015","5.956,82","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,30/12/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO  121151683 - C/ MADRID S/N - FACTURACION SEP / NOV - DEPORTES - APROBADO POR DECRETO 2720/2015 - NUMERO DE FAC.: 150008351537 DE FECHA OPERACION: 18/12/2015 Y FECHA REG. INTERVENCIÓN: 14/12/2015,"785,09","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,30/12/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200524561 - C/ SANTANDER S/N - FACTURACION SEP / NOV - DEPORTES - APROBADO POR DECRETO 2720/2015 - NUMERO DE FAC.: 150008146993 DE FECHA OPERACION: 18/12/2015 Y FECHA REG. INTERVENCIÓN: 01/12/2015,"316,93","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,30/12/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 120816328 - C/ MADRID S/N - FACTURACION SEP / NOV - DEPORTES - APROBADO POR DECRETO 2720/2015 - NUMERO DE FAC.: 150008143628 DE FECHA OPERACION: 18/12/2015 Y FECHA REG. INTERVENCIÓN: 01/12/2015,"316,93","0,00",#NAME?
Seguridad  y P. Civil..Agua,340,22101,30/12/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 200532241 - C/ SANTANDER S/N - FACTURACION SEP / NOV - DEPORTES - APROBADO POR DECRETO 2720/2015 - NUMERO DE FAC.: 150008173216 DE FECHA OPERACION: 18/12/2015 Y FECHA REG. INTERVENCIÓN: 02/12/2015,"1.313,99","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278677865 - C/ MALAGA S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140008091315 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609113 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 13/02/2015,"50,26","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278677865 - C/ MALAGA S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140006636880 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609112 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 13/02/2015,"51,99","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278677865 - C/ MALAGA S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140005215918 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609111 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 13/02/2015,"20,56","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278674936 - C/ SANTANDER S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140008091314 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000608391 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 13/02/2015,"17,22","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278674936 - C/ SANTANDER S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140006636879 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000608390 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 13/02/2015,"17,80","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278674936 - C/ SANTANDER S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140005215916 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000608389 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"6,23","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278634116 - C/ CARRETERA S/N  - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140008116777 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609110 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"29,69","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278634116 - C/ CARRETERA S/N  - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140006636874 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609109 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"188,19","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278634116 - C/ CARRETERA S/N  - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140005215913 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609108 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"39,84","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278676552 - PZA. DEL ACEBO S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140008116780 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609116 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"30,87","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278676552 - PZA. DEL ACEBO S/N - SE EMITE POR ANULACION Y SUSTITUCION DE LA FACTURA 140006661838 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609115 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"430,85","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278676552 - PZA. ACEBO S/N - SE EMITE POR ANULACION Y SUSTITUCION FACTURA 140005215917 - SERVICIOS GENERALES - APROBADA POR DECRETO 382/2015 - NUMERO DE FAC.: 150000609114 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 12/02/2015,"49,44","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 191036749 - C/ MARBELLA S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE / FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150001083755 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 27/02/2015,"6.887,80","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 224869743 - C/ HUNGRIA S/N   - SERVICIOS GENERALES - FACTURACION NOVIEMBRE / FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150001010900 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 27/02/2015,"2.057,07","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 280902300 - C/ TARRAGONA S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000837528 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"150,31","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 279042425 - C/ NAVALCARNERO 1  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000860942 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"59,24","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278677865 - C/ MALAGA S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000837409 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"58,65","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278676552 - PZA. DEL ACEBO S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000886403 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"19,88","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278674936 - C/ SANTANDER S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000837408 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"19,88","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278664024 - C/ CAMINO DEL BOSQUE S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000837407 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"207,95","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278657657 - AVDA. VALDELACEA S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000837405 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"19,88","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 278634116 - C/ CARRETERA S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000860926 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"19,88","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 275837179 - C/ ALICANTE S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000860816 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"40,56","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 265526887 - C/ SANTIAGO RAMON Y CAJAL 140 - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836744 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"215,96","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 265525574 - C/ SANTIAGO RAMON Y CAJAL 140 - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836743 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"209,53","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 261839776 - AVDA. DE FRANCIA S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836579 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"21,28","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 261838867 - AVDA. ISLANDIA S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836578 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"22,33","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 261110559 - C/ TORREVIEJA S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000860345 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"46,89","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 261109448 - C/ TORREVIEJA S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836538 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"21,28","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 261108135 - AVDA. VALDELACEA S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000860344 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"44,78","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 261107024 - AVDA. VALDELACEA S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836537 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"21,28","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 260734986 - C/ BENIDORM S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836529 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"40,56","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 260733471 - C/ ALICANTE S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000836528 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"42,66","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 251826144 - AVDA. DE LAS CASTAÑERAS 38 - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000813125 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"155,54","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 245661287 - C/ MADRID S/N  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000859914 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"21,28","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 245642901 - C/ MADRID S/N - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000835735 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"25,50","0,00",#NAME?
Seguridad  y P. Civil..Agua,9201,22101,25/03/2015,A86488087,"CANAL DE ISABEL II GESTION, S.A.",CONTRATO 245641180 - C/ BENICARLO 28 BIS  - SERVICIOS GENERALES - FACTURACION NOVIEMBRE  FEBRERO 1º BIMESTRE - APROBADA POR DECRETO 529/2015 - NUMERO DE FAC.: 150000835734 DE FECHA OPERACION: 25/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015,"143,95","0,00",#NAME?
