#Org.,Prog.,Econ.,Denominación,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,,,,,,,,,,,
,320,48017,Educación..AMPA Colegio Los Arenales,,,320,48017,7500,0,7500,0
,,,,,,,,,,,
,320,48019,Educación. AMPA IES  Gonzalo Chacon,,,320,48019,7500,0,7500,6320.53
,,,,,,,,,,,
,320,48021,Educación. AMPA Colegio Pasteur,,,320,48021,7500,0,7500,7296.7
,,,,,,,,,,,
,320,48024,Educación. Subvención  Asociación Scoutt,,,320,48024,2000,0,2000,2000
,,,,,,,,,,,
,320,48025,Educación. Subvenciones  ayudas a comedor,,,320,48025,30000,0,30000,0
,,,,,,,,,,,
,320,48026,Educación. Subvenciones Ayudas para Libros,,,320,48026,30000,20000,50000,20203.61
,,,,,,,,,,,
,320,48101,Educación..Premios concursos y certámenes escolares,,,320,48101,1500,0,1500,0
,,,,,,,,,,,
,320,60910,Educación..Solar patio CEIP Fco. de Orellana,,,320,60910,0,3630,3630,0
,,,,,,,,,,,
,320,60911,Educación..Instalación de Rejas en el CEIP Las Casrañeras,,,320,60911,0,9208.1,9208.1,9208.1
,,,,,,,,,,,
,320,62311,Educación. Instalación alarmas,,,320,62311,0,5129.02,5129.02,5129.02
,,,,,,,,,,,
,330,11000,Cultura. Retribuciones básicas,,,330,1,30300.06,0,30300.06,27616.35
,,,,,,,,,,,
,330,12003,Administración General de Cultura. Sueldos del Grupo C1,,,330,1,3415.38,0,3415.38,0
,,,,,,,,,,,
,330,12004,Cultura. Sueldos del Grupo C2,,,330,1,25420.2,0,25420.2,20438.32
,,,,,,,,,,,
,330,12006,Cultura. Trienios,,,330,1,1771.74,0,1771.74,1642.9
,,,,,,,,,,,
,330,12100,Cultura. Complemento de destino,,,330,1,16112.67,0,16112.67,11007.56
,,,,,,,,,,,
,330,12101,Cultura. Complemento específico,,,330,1,31055.38,0,31055.38,20961.56
,,,,,,,,,,,
,330,13000,Cultura. Salario Base,,,330,1,8473.4,0,8473.4,8521.59
,,,,,,,,,,,
,330,13002,Cultura. Otras remuneraciones,,,330,1,12990.84,0,12990.84,11763.09
,,,,,,,,,,,
,330,13006,Cultura. Trienios,,,330,1,850.99,0,850.99,787.1
,,,,,,,,,,,
,330,13100,Cultura. Salario Base,,,330,1,6051.64,24668.53,30720.17,18863.58
,,,,,,,,,,,
,330,13102,Cultura. Otras Remuneraciones,,,330,1,9278.1,0,9278.1,9930.98
,,,,,,,,,,,
,330,13106,Cultura. Trienios,,,330,1,759.32,0,759.32,422.06
,,,,,,,,,,,
,330,15100,Administración General de Cultura. Gratificaciones,,,330,15100,8498.4,-2072.14,6426.26,4501.56
,,,,,,,,,,,
,330,20300,"Cultura. Arrend.de maquinaria, instal.y utillaje",,,330,2,1000,0,1000,217.8
,,,,,,,,,,,
,330,20601,Administración General de Cultura..Alquiler equipos para procesos información fotocopiadoras,,,330,2,0,0,0,90.75
,,,,,,,,,,,
,330,20608,Cultura. Arrendamiento Sistema Venta de Entradas,,,330,2,5000,0,5000,1919.14
,,,,,,,,,,,
,330,21301,"Cultura. Mant. maquinaria, instal. y utillaje",,,330,2,8000,0,8000,2208.24
,,,,,,,,,,,
,330,21303,Cultura. Mant. aparatos elevadores,,,330,2,4600,0,4600,5979.16
,,,,,,,,,,,
,330,21600,Cultura. Mant. equipos para procesos de información,,,330,2,2000,0,2000,0
,,,,,,,,,,,
,330,22100,Cultura. Energía eléctrica,,,330,2,130000,0,130000,97363.7
,,,,,,,,,,,
,330,22101,Cultura. Agua,,,330,2,6000,0,6000,5979.92
,,,,,,,,,,,
,330,22103,Cultura. Combustibles y carburantes,,,330,2,30000,0,30000,262.69
,,,,,,,,,,,
,330,22104,Cultura Vestuario,,,330,2,6000,0,6000,0
,,,,,,,,,,,
,330,22199,Cultura. Otros suministros,,,330,2,2500,0,2500,760.09
,,,,,,,,,,,
,330,22400,Cultura. Primas de seguros,,,330,2,3000,0,3000,797.34
,,,,,,,,,,,
,330,22602,Cultura. Publicidad y propaganda,,,330,2,7386.85,1777.34,9164.19,7288.8
,,,,,,,,,,,
,330,22609,Cultura. Actividades culturales,,,330,2,140000,30000,170000,150604.45
,,,,,,,,,,,
,330,22611,Cultura. Taller de cultura enseñanza,,,330,2,59550,-30798.62,28751.38,8975
,,,,,,,,,,,
,330,22644,Cultura.SGAE Actuaciones Culturales,,,330,2,6000,0,6000,5801.27
,,,,,,,,,,,
,330,22699,Cultura. Otros gastos diversos,,,330,2,10000,-2888.64,7111.36,831.69
,,,,,,,,,,,
,330,22715,Cultura. Limpieza en edificios,,,330,2,43000,0,43000,36535.54
,,,,,,,,,,,
,330,22728,Cultura. Escuela de Música,,,330,2,154098,17122,171220,168272
,,,,,,,,,,,
,330,22729,Administración General de Cultura. Transporte actividades,,,330,2,4398.67,0,4398.67,2501.4
,,,,,,,,,,,
,330,23101,Cultura Locomoción del personal,,,330,2,500,0,500,0
,,,,,,,,,,,
,330,48007,Cultura. Subvención taller de teatro,,,330,48007,7500,89,7589,89
,,,,,,,,,,,
,330,48008,Cultura. Subvención Coral arroyomolinos,,,330,48008,7000,550,7550,6533.3
,,,,,,,,,,,
,330,48033,Cultura. Subvención Agrupaciones Musicales,,,330,48033,30000,0,30000,30000
,,,,,,,,,,,
,330,62210,Administración General de Cultura..Instalación suelo laminado Aula S-1 C.de las Artes,,,330,62210,0,3503.44,3503.44,0
,,,,,,,,,,,
,330,62308,Administración General de Cultura..Cámaras de vigilacia,,,330,62308,0,5560.1,5560.1,0
,,,,,,,,,,,
,330,62310,Administración General de Cultura..Equipos de sonido,,,330,62310,0,3000,3000,0
,,,,,,,,,,,
,330,62314,Administración General de Cultura..Proyectores y pantalla,,,330,62314,0,7144.99,7144.99,0
,,,,,,,,,,,
,330,62315,Administración General de Cultura..Sonorización del teatro,,,330,62315,0,21500,21500,0
,,,,,,,,,,,
,330,62327,Administración General de Cultura..Generadores de aire portátil eléctrico,,,330,62327,0,1672.64,1672.64,0
,,,,,,,,,,,
,330,62500,Cultura. Mobiliario,,,330,62500,0,11496.56,11496.56,7304.92
,,,,,,,,,,,
,330,62502,Cultura..Instumentos  musicales,,,330,62502,0,21900,21900,3169.99
,,,,,,,,,,,
,330,62605,Administración General de Cultura..Adquisición de  Equipos Informaticos,,,330,62605,0,1216,1216,1216
,,,,,,,,,,,
,330,63302,Administración General de Cultura..Reposición utillaje Cultura,,,330,63302,0,20500,20500,3837.75
,,,,,,,,,,,
,330,63312,Cultura..Gran reparación aire acondicionado Auditorio,,,330,63312,0,20177.31,20177.31,20177.31
,,,,,,,,,,,
,330,63313,Administración General de Cultura..Iluminación sala de exposiciones,,,330,63313,0,5000,5000,0
,,,,,,,,,,,
,3321,12001,Bibliotecas públicas Sueldos del Grupo A2,,,3321,1,27119.96,0,27119.96,12067.03
,,,,,,,,,,,
,3321,12003,Bibliotecas públicas Sueldos del Grupo C1,,,3321,1,20362.17,0,20362.17,19872.1
,,,,,,,,,,,
,3321,12004,Bibliotecas públicas Sueldos del Grupo C2,,,3321,1,16946.8,0,16946.8,11402.5
,,,,,,,,,,,
,3321,12006,Bibliotecas públicas Trienios,,,3321,1,6373.43,0,6373.43,5439.39
,,,,,,,,,,,
,3321,12100,Bibliotecas públicas Complemento de destino,,,3321,1,39535.44,0,39535.44,26106.8
,,,,,,,,,,,
,3321,12101,Bibliotecas públicas Complemento específico,,,3321,1,66685.66,0,66685.66,47025.32
,,,,,,,,,,,
,3321,13000,Bibliotecas públicas Retribuciones básicas,,,3321,1,7755.37,0,7755.37,7763.02
,,,,,,,,,,,
,3321,13002,Bibliotecas públicas Otras remuneraciones,,,3321,1,9455.56,0,9455.56,11135.16
,,,,,,,,,,,
,3321,13006,Bibliotecas públicas Trienios,,,3321,1,925.06,0,925.06,854.21
,,,,,,,,,,,
,3321,13100,Bibliotecas públicas Salario Base,,,3321,1,8473.4,0,8473.4,9089.34
,,,,,,,,,,,
,3321,13102,Bibliotecas públicas Otras Remuneraciones,,,3321,1,12990.84,0,12990.84,15060.36
,,,,,,,,,,,
,3321,21301,"Bibliotecas públicas.Mantenimiento, maquinaria, instalacciones y utillaje",,,3321,2,0,0,0,888.87
,,,,,,,,,,,
,3321,21602,Bibliotecas públicas Mantenimiento Sistema integrado Biblioteca,,,3321,2,8000,0,8000,7167.85
,,,,,,,,,,,
,3321,22000,Bibliotecas públicas Ordinario no inventariable,,,3321,2,3000,0,3000,2348.69
,,,,,,,,,,,
,3321,22001,"Bibliotecas públicas Prensa, revistas, libros y otras publicaciones",,,3321,2,15000,0,15000,13969.35
,,,,,,,,,,,
,3321,22117,Bibliotecas públicas.Utillaje,,,3321,2,0,0,0,270.19
,,,,,,,,,,,
,3321,22136,Bibliotecas públicas.Fondos Bibliográficos Libro impreso,,,3321,2,0,7948.76,7948.76,7942
,,,,,,,,,,,
,3321,22137,"Bibliotecas públicas.Fondos Bibliográficos CDs, DVDs, Sonoros, etc.",,,3321,2,0,1651.24,1651.24,1651.24
,,,,,,,,,,,
,3321,22749,Bibliotecas públicas Catalogación libros de la Biblioteca,,,3321,2,15000,-8703.38,6296.62,2154.29
,,,,,,,,,,,
,3321,23020,Bibliotecas públicas.Del personal no directivo,,,3321,2,0,0,0,0
,,,,,,,,,,,
,3322,12003,Archivos. Sueldos del Grupo C1,,,3322,1,10181.08,0,10181.08,8258.2
,,,,,,,,,,,
,3322,12006,Archivos. Trienios,,,3322,1,1183.16,0,1183.16,163.76
,,,,,,,,,,,
,3322,12100,Archivos. Complemento de destino,,,3322,1,5582.33,0,5582.33,4625.38
,,,,,,,,,,,
,3322,12101,Archivos. Complemento específico,,,3322,1,11188.7,0,11188.7,9270.61
,,,,,,,,,,,
,3322,13000,Archivos. Retribuciones básicas,,,3322,1,10181.08,0,10181.08,10024.56
,,,,,,,,,,,
,3322,13002,Archivos. Otras remuneraciones,,,3322,1,16771.03,10000,26771.03,22667.73
,,,,,,,,,,,
,3322,13006,Archivos. Trienios,,,3322,1,885.88,0,885.88,162.72
,,,,,,,,,,,
,3322,13106,Archivos. Trienios,,,3322,1,0,0,0,600.5
,,,,,,,,,,,
,3322,21600,Archivos..Mantenimiento equipos para procesos de información,,,3322,2,0,0,0,121
,,,,,,,,,,,
,3322,21601,Archivos. Mantenimiento Sistema Integrado Archivo,,,3322,2,2000,0,2000,1597.2
,,,,,,,,,,,
,3322,62320,Archivos. Equipo de Higronometría para el Archivo Municipal,,,3322,62320,2598.6,0,2598.6,2594.97
,,,,,,,,,,,
,3341,11000,Infancia y Juventud Retribuciones básicas,,,3341,1,30300.06,0,30300.06,27472.05
,,,,,,,,,,,
,3341,13000,Infancia y Juventud.Retribuciones básicas,,,3341,1,8473.4,0,8473.4,7857.21
,,,,,,,,,,,
,3341,13002,Infancia y Juventud.Otras remuneraciones,,,3341,1,12990.84,0,12990.84,12063.09
,,,,,,,,,,,
,3341,13006,Infancia y Juventud.Trienios,,,3341,1,1265.53,0,1265.53,1173.5
,,,,,,,,,,,
,3341,13100,Infancia y Juventud.Salario Base,,,3341,1,78112.5,18000,96112.5,82448.96
,,,,,,,,,,,
,3341,13102,Infancia y Juventud.Otras Remuneraciones,,,3341,1,104587.56,0,104587.56,90001.74
,,,,,,,,,,,
,3341,13106,Infancia y Juventud.Trienios,,,3341,1,6146.49,0,6146.49,3852.62
,,,,,,,,,,,
,3341,15100,Infancia y Juventud.Gratificaciones,,,3341,15100,10589.96,-3969.46,6620.5,4930
,,,,,,,,,,,
,3341,20301,Infancia y Juventud Alquiler Material Actividades Recreativas,,,3341,2,6000,0,6000,8000
,,,,,,,,,,,
,3341,21301,"Infancia y Juventud.Mantenimiento, maquinaria, instalacciones y utillaje",,,3341,2,1000,0,1000,0
,,,,,,,,,,,
,3341,21303,Infancia y Juventud Mantenimiento aparatos elevadores,,,3341,2,1000,0,1000,727.21
,,,,,,,,,,,
,3341,22100,Infancia y Juventud.Energía eléctrica,,,3341,2,15000,0,15000,1399.86
,,,,,,,,,,,
,3341,22199,Infancia y Juventud.Otros suministros,,,3341,2,1000,0,1000,573.43
,,,,,,,,,,,
,3341,22400,Infancia y Juventud.Primas de seguros,,,3341,2,3000,0,3000,2783.7
,,,,,,,,,,,
,3341,22602,Infancia y Juventud.Publicidad y propaganda,,,3341,2,2162.07,1598.04,3760.11,1637.38
,,,,,,,,,,,
,3341,22619,Infancia y Juventud.Gastos varios infancia,,,3341,2,15000,-530.95,14469.05,1260.68
,,,,,,,,,,,
,3341,22621,Infancia y Juventud.Gastos diversos juventud,,,3341,2,15000,0,15000,36370.03
,,,,,,,,,,,
,3341,22627,Infancia y Juventud.Campamentos de verano,,,3341,2,50000,-3174.91,46825.09,33660
,,,,,,,,,,,
,3341,22699,Infancia y Juventud.Otros gastos diversos,,,3341,2,8000,8100,16100,8845.32
,,,,,,,,,,,
,3341,22715,Infancia y Juventud.Limpieza en edificios,,,3341,2,30078.72,0,30078.72,27292.1
,,,,,,,,,,,
,3341,22729,Infancia y Juventud Transporte actividades,,,3341,2,13002.28,0,13002.28,9084.9
,,,,,,,,,,,
,3341,23020,Infancia y Juventud.Del personal no directivo,,,3341,2,0,0,0,0
,,,,,,,,,,,
,3341,23101,Infancia y Juventud.Locomoción del personal,,,3341,2,0,0,0,48.6
,,,,,,,,,,,
,3341,62314,Infancia y Juventud.Proyectores y pantalla,,,3341,62314,0,530.95,530.95,530.95
,,,,,,,,,,,
,3341,62325,Infancia y Juventud.Trajes y coronas de Reyes Magos,,,3341,62325,0,1130.01,1130.01,1100.91
,,,,,,,,,,,
,3341,62326,Infancia y Juventud.Compra cañón de nieve,,,3341,62326,0,2044.9,2044.9,2044.9
,,,,,,,,,,,
,3341,63204,Infancia y Juventud.Acondicionamiento Casa de la Juventud,,,3341,63204,0,186000,186000,23331.13
,,,,,,,,,,,
,3342,11000,Tercera Edad.Retribuciones básicas,,,3342,1,30300.06,0,30300.06,27616.35
,,,,,,,,,,,
,3342,12004,Tercera Edad Sueldos del Grupo C2,,,3342,1,8473.4,0,8473.4,4845
,,,,,,,,,,,
,3342,12100,Tercera Edad Complemento de destino,,,3342,1,4312.84,0,4312.84,2469.7
,,,,,,,,,,,
,3342,12101,Tercera Edad Complemento específico,,,3342,1,8678,0,8678,5769.21
,,,,,,,,,,,
,3342,13000,Tercera Edad.Retribuciones básicas,,,3342,1,23512.42,0,23512.42,21832.98
,,,,,,,,,,,
,3342,13002,Tercera Edad.Otras remuneraciones,,,3342,1,9455.56,0,9455.56,8780.33
,,,,,,,,,,,
,3342,13006,Tercera Edad.Trienios,,,3342,1,1466.72,0,1466.72,1357.38
,,,,,,,,,,,
,3342,13100,Tercera Edad.Salario Base,,,3342,1,12274.51,1232.85,13507.36,7648.14
,,,,,,,,,,,
,3342,13102,Tercera Edad.Otras Remuneraciones,,,3342,1,15384.18,0,15384.18,9203.76
,,,,,,,,,,,
,3342,13106,Tercera Edad.Trienios,,,3342,1,571.4,0,571.4,530.79
,,,,,,,,,,,
,3342,15100,Tercera Edad Gratificaciones,,,3342,15100,6050,-3932.03,2117.97,1463.69
,,,,,,,,,,,
,3342,21301,"Tercera Edad.Mantenimiento, maquinaria, instalacciones y utillaje",,,3342,2,5000,0,5000,1626.36
,,,,,,,,,,,
,3342,22001,"Tercera Edad Prensa, revistas, libros y otras publicaciones",,,3342,2,1000,0,1000,59
,,,,,,,,,,,
,3342,22100,Tercera Edad.Energía eléctrica,,,3342,2,38000,0,38000,26908.82
,,,,,,,,,,,
,3342,22101,Tercera Edad.Agua,,,3342,2,1500,0,1500,1646.85
,,,,,,,,,,,
,3342,22125,Tercera Edad.Peluquería 3º edad.,,,3342,2,4000,0,4000,3974.66
,,,,,,,,,,,
,3342,22199,Tercera Edad.Otros suministros,,,3342,2,3000,0,3000,125.84
,,,,,,,,,,,
,3342,22400,Tercera Edad.Primas de seguros,,,3342,2,1500,0,1500,424.81
,,,,,,,,,,,
,3342,22602,Tercera Edad Publicidad y propaganda,,,3342,2,2813.57,601.25,3414.82,652.47
,,,,,,,,,,,
,3342,22623,Tercera Edad.Gastos culturales tercera edad,,,3342,2,7250,-1232.85,6017.15,3000
,,,,,,,,,,,
,3342,22624,Tercera Edad.Viajes tercera edad,,,3342,2,20000,-2503.62,17496.38,14962.5
,,,,,,,,,,,
,3342,22637,Tercera Edad.Excursiones tercera edad,,,3342,2,10000,-7462,2538,0
,,,,,,,,,,,
,3342,22699,Tercera Edad.Otros gastos diversos,,,3342,2,10000,0,10000,3564.99
,,,,,,,,,,,
,3342,22715,Tercera Edad.Limpieza en edificios,,,3342,2,18500,0,18500,16409.48
,,,,,,,,,,,
,3342,22729,Tercera Edad Transporte actividades,,,3342,2,1998.85,0,1998.85,641.3
,,,,,,,,,,,
,3342,23101,Tercera Edad.Locomoción del personal,,,3342,2,0,0,0,73.44
,,,,,,,,,,,
,3342,62209,Tercera Edad.Acodicionamiento Concejalia,,,3342,62209,0,32000,32000,0
,,,,,,,,,,,
,3342,62310,Tercera Edad.Equipos de sonido,,,3342,62310,0,2000,2000,0
,,,,,,,,,,,
,3342,62504,Tercera Edad.Mobiliario Tercera edad,,,3342,62504,0,13000,13000,0
,,,,,,,,,,,
,3342,62508,"Tercera Edad.Mobilliario, Enseres y Equipamiento",,,3342,62508,0,3000,3000,0
,,,,,,,,,,,
,3342,63314,Tercera Edad.REPOSICIÓN COMPRESOS CALEFACCIÓN EDIF. 3ª EDAD,,,3342,63314,0,9965.62,9965.62,0
,,,,,,,,,,,
,3343,12004,Mujer.Sueldos del Grupo C2,,,3343,1,8473.4,0,8473.4,7286.83
,,,,,,,,,,,
,3343,12006,Mujer.Trienios,,,3343,1,1012.42,0,1012.42,883.65
,,,,,,,,,,,
,3343,12100,Mujer.Complemento de destino,,,3343,1,4312.84,0,4312.84,3853.04
,,,,,,,,,,,
,3343,12101,Mujer.Complemento específico,,,3343,1,8678,0,8678,7472.8
,,,,,,,,,,,
,3343,22400,Mujer.Primas de seguros,,,3343,2,1500,0,1500,0
,,,,,,,,,,,
,3343,22602,Mujer.Publicidad y propaganda,,,3343,2,4503.83,3328.89,7832.72,3410.81
,,,,,,,,,,,
,3343,22618,Mujer.Area de Mujer,,,3343,2,15000,0,15000,1463.6
,,,,,,,,,,,
,3343,22653,Mujer Plan de Igualdal y Violencia de Género,,,3343,2,15000,0,15000,2496.12
,,,,,,,,,,,
,3343,22699,Mujer.Otros gastos diversos,,,3343,2,5000,0,5000,0
,,,,,,,,,,,
,3343,22729,Mujer Transporte actividades,,,3343,2,1096.79,0,1096.79,163.9
,,,,,,,,,,,
,3343,22751,Mujer.Iluminación y sonido,,,3343,2,10506.63,0,10506.63,3133.9
,,,,,,,,,,,
,3343,48022,Mujer Subvención AMIA,,,3343,4,1500,0,1500,1500
,,,,,,,,,,,
,3343,48023,Mujer Subvención AMAR,,,3343,4,1500,0,1500,1500
,,,,,,,,,,,
,338,22114,Fiestas populares y festejos..YOYOS SERIGRAFIADOS,,,338,2,0,2000,2000,0
,,,,,,,,,,,
,338,22400,Fiestas populares y festejos. Primas de seguros,,,338,2,10000,0,10000,3268.77
,,,,,,,,,,,
,338,22735,Fiestas populares y festejos. Fiestas y eventos populares municipales,,,338,2,240000,24337.16,264337.16,257469.54
,,,,,,,,,,,
,338,48015,Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,,,338,4,20510,178.89,20688.89,16640.13
,,,,,,,,,,,
,338,62304,Fiestas populares y festejos..Escenario tipo LAYHER,,,338,62304,0,18000,18000,0
,,,,,,,,,,,
,340,11000,Deportes. Retribuciones básicas,,,340,1,30300.06,0,30300.06,27616.35
,,,,,,,,,,,
,340,12003,Administración General de Deportes. Sueldos del Grupo C1,,,340,1,11888.77,0,11888.77,9038.42
,,,,,,,,,,,
,340,12004,Deportes. Sueldos del Grupo C2,,,340,1,25420.2,0,25420.2,12845.78
,,,,,,,,,,,
,340,12006,Deportes. Trienios,,,340,1,2208.46,0,2208.46,1523.51
,,,,,,,,,,,
,340,12100,Deportes. Complemento de destino,,,340,1,19790.34,0,19790.34,11594.37
,,,,,,,,,,,
,340,12101,Deportes. Complemento específico,,,340,1,44986.68,0,44986.68,29116.82
,,,,,,,,,,,
,340,13000,Deportes. Salario Base,,,340,1,28643.75,1000,29643.75,25316.89
,,,,,,,,,,,
,340,13002,Deportes. Otras remuneraciones,,,340,1,62056.84,0,62056.84,52012.27
,,,,,,,,,,,
,340,13003,"Administración General de Deportes..Indemnizaciones, salarios de tramitación",,,340,1,0,0,0,64281.09
,,,,,,,,,,,
,340,13006,Deportes. Trienios,,,340,1,3914.98,0,3914.98,2533.38
,,,,,,,,,,,
,340,13100,Deportes. Salario Base,,,340,1,184946.03,0,184946.03,166552.09
,,,,,,,,,,,
,340,13102,Deportes. Otras Remuneraciones,,,340,1,177034.57,0,177034.57,142459.09
,,,,,,,,,,,
,340,13106,Deportes. Trienios,,,340,1,5367.36,0,5367.36,4423.15
,,,,,,,,,,,
,340,15100,Administración General de Deportes. Gratificaciones,,,340,15100,5350,-1727.46,3622.54,3622.54
,,,,,,,,,,,
,340,20300,"Deportes. Arrendamiento de maquinaria, instalacciones y utillaje",,,340,2,1000,0,1000,0
,,,,,,,,,,,
,340,21102,Deportes. Otras reparaciones y mantenimientos,,,340,2,3000,0,3000,562.21
,,,,,,,,,,,
,340,21103,Deportes..Mantenimiento Campos de futbol,,,340,2,5000,0,5000,4797.65
,,,,,,,,,,,
,340,21201,Deportes. Mant. de edificios y otras construcciones,,,340,2,3000,0,3000,3535.44
,,,,,,,,,,,
,340,21202,Deportes. Reparaciones y mantenimientos,,,340,2,2000,0,2000,866.36
,,,,,,,,,,,
,340,21208,"Deportes..Reparación Piscinas ,La Dehesa y los Mosquitos",,,340,2,30000,0,30000,28858.5
,,,,,,,,,,,
,340,21209,Deportes..Reparación cerchas polideportivo La Dehesa,,,340,2,29000,-1250.79,27749.21,23812.8
,,,,,,,,,,,
,340,21301,"Deportes. Mant, maquinaria, instal.  y utillaje",,,340,2,15000,-5736.7,9263.3,8091.82
,,,,,,,,,,,
,340,21303,Deportes. Mant. aparatos elevadores,,,340,2,813.35,0,813.35,727.21
,,,,,,,,,,,
,340,21501,Deportes. Mantenimiento canastas polideportivos,,,340,2,3000,0,3000,2904
,,,,,,,,,,,
,340,21600,Deportes. Mant. equipos para procesos de información,,,340,2,5000,0,5000,3283.94
,,,,,,,,,,,
,340,22000,Administración General de Deportes..Ordinario no inventariable,,,340,2,0,0,0,1822.85
,,,,,,,,,,,
,340,22100,Deportes. Energía eléctrica,,,340,2,130000,0,130000,101647.29
,,,,,,,,,,,
,340,22101,Deportes. Agua,,,340,2,40000,0,40000,45809.72
,,,,,,,,,,,
,340,22103,Deportes..Combustibles y carburantes,,,340,2,35000,0,35000,999.73
,,,,,,,,,,,
,340,22104,Deportes. Vestuario,,,340,2,25000,0,25000,451.67
,,,,,,,,,,,
,340,22106,Deportes. Productos farmacéuticos y material sanitario,,,340,2,3000,0,3000,0
,,,,,,,,,,,
,340,22107,Deportes. Material suministros y otros deportes,,,340,2,20000,9831.13,29831.13,21870.86
,,,,,,,,,,,
,340,22132,Deportes..Suministro Trofeos Deportivos,,,340,2,11000,0,11000,1014.27
,,,,,,,,,,,
,340,22199,Deportes. Otros suministros,,,340,2,1500,-19.46,1480.54,922.02
,,,,,,,,,,,
,340,22400,Deportes. Primas de seguros,,,340,2,19000,0,19000,19699.44
,,,,,,,,,,,
,340,22404,Deportes. Seguro actividades deportivas,,,340,2,13500,0,13500,18630.67
,,,,,,,,,,,
,340,22602,Deportes..Publicidad y propaganda,,,340,2,10000,4200.25,14200.25,10472.18
,,,,,,,,,,,
,340,22613,Deportes. Inscripción de equipos,,,340,2,25000,0,25000,6825
,,,,,,,,,,,
,340,22614,Deportes..Festejos deportivos,,,340,2,5000,0,5000,1815
,,,,,,,,,,,
,340,22615,Deportes. Otras actividades deportivas,,,340,2,5000,0,5000,847
,,,,,,,,,,,
,340,22645,Deportes. Gala del deporte,,,340,2,2000,0,2000,3388
,,,,,,,,,,,
,340,22656,Deportes..Gastos Federativos Baloncesto,,,340,2,18000,0,18000,8486
,,,,,,,,,,,
,340,22699,Deportes. Otros gastos diversos,,,340,2,15000,7275,22275,5897.84
,,,,,,,,,,,
,340,22715,Deportes. Limpieza en edificios,,,340,2,125898.7,0,125898.7,113169.38
,,,,,,,,,,,
,340,22729,Deportes. Transporte actividades,,,340,2,65584.29,4691.04,70275.33,67541.87
,,,,,,,,,,,
,340,22730,Deportes. Reconocimiento médico,,,340,2,4000,0,4000,1782
,,,,,,,,,,,
,340,22731,Deportes. Mantenimiento piscina municipal,,,340,2,28072,0,28072,27014.89
,,,,,,,,,,,
,340,22732,"Deportes. Arbitrajes  ligas municipales, rankings, torneos y eventos municipales",,,340,2,23000,0,23000,16408.76
,,,,,,,,,,,
,340,22733,Deportes. Empresas deportivas,,,340,2,8000,0,8000,1564
,,,,,,,,,,,
,340,22763,Deportes..Vigilancia Polideportivos,,,340,2,25000,-14207.82,10792.18,8467.47
,,,,,,,,,,,
,340,23101,Deportes..Locomoción del personal,,,340,2,1000,0,1000,533.02
,,,,,,,,,,,
,340,48009,Deportes..Subvenciones uniones deportivas,,,340,48009,10000,0,10000,0
,,,,,,,,,,,
,340,48010,Deportes. Unión Deportiva Arroyomolinos,,,340,48010,30075,-14875,15200,0
,,,,,,,,,,,
,340,48011,Deportes. Club Deportivo BTT Arroyomolinos,,,340,48011,11600,1555.31,13155.31,13143.52
,,,,,,,,,,,
,340,48012,Deportes. Club Deportivo Elemental Baloncesto Arroyomolinos,,,340,48012,39100,0,39100,39000
,,,,,,,,,,,
,340,48013,Deportes. Club Atletismo de Arroyomolinos,,,340,48013,29500,3600,33100,33099.98
,,,,,,,,,,,
,340,48027,Deportes. Subvencion Club Deportivo Elemental Javi Alcalá,,,340,48027,10000,0,10000,9000
,,,,,,,,,,,
,340,48028,Deportes. Club Deportivo Elemental Esgrima (Karate),,,340,48028,8000,2000,10000,10000
,,,,,,,,,,,
,340,48029,Deportes. Club Deportivo Elemental Esgrima,,,340,48029,8000,2000,10000,9199.34
,,,,,,,,,,,
,340,48030,Deportes. Club Deportivo Elemental de Patinaje de Arroyomolinos,,,340,48030,8000,799.74,8799.74,7198.14
,,,,,,,,,,,
,340,48031,Deportes. Club de Montaña y Escalada Vivac Mountain,,,340,48031,8000,0,8000,4320
,,,,,,,,,,,
,340,61117,"Deportes..Adecuación 2 campos de futbol 11 a Futbol 7, La Dehesa",,,340,61117,0,11436.92,11436.92,11436.92
,,,,,,,,,,,
,340,62310,Administración General de Deportes..Equipos de sonido,,,340,62310,0,0,0,0
,,,,,,,,,,,
,340,62321,Deportes..Camaras vigilancia Polideportivo la Dehesa,,,340,62321,0,2770.9,2770.9,2770.9
,,,,,,,,,,,
,340,62322,Deportes..Impresoreas de Tickets,,,340,62322,0,1250.79,1250.79,0
,,,,,,,,,,,
,340,62508,"Deportes..Mobilliario, Enseres y Equipamiento",,,340,62508,0,5736.7,5736.7,5676.32
,,,,,,,,,,,
,340,63203,Administración General de Deportes..Alumbrado campos de fútbol,,,340,63203,0,9695,9695,0
,,,,,,,,,,,
,340,63206,Administración General de Deportes..Instalación asientos grada polideportivos,,,340,63206,0,4114.66,4114.66,4100.27
,,,,,,,,,,,
,340,63207,Administración General de Deportes..Grandes reparaciones en polideportivos municipales,,,340,63207,0,79860,79860,0
,,,,,,,,,,,
,340,63501,Administración General de Deportes..Mobiliario deportivo,,,340,63501,0,11349.8,11349.8,5532.12
,,,,,,,,,,,
